,start,end,duration,round_epochs,loss,accuracy,f1score,val_loss,val_accuracy,val_f1score,lr,first_dropout,first_neuron,first_activation,kernel_initializer,second_neuron,second_activation,second_dropout,last_activation,optimizer,losses,batch_size,epochs
2163,08/08/23-161752,08/08/23-161759,6.659898519515991,100,0.5561344623565674,0.7374301552772522,0.5756181478500366,0.5411501526832581,0.7402597665786743,0.6052631139755249,5.0,0.2,24,elu,uniform,36,relu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
2164,08/08/23-161759,08/08/23-161806,6.799014568328857,100,3.3185722827911377,0.6256983280181885,0.4067058861255646,3.459700584411621,0.6666666865348816,0.4145393371582031,5.0,0.2,24,elu,uniform,36,relu,0.0,tanh,Adam,binary_crossentropy,200,20
2165,08/08/23-161806,08/08/23-161812,6.297608852386475,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,uniform,36,relu,0.0,tanh,Adam,binary_crossentropy,400,20
2166,08/08/23-161813,08/08/23-161820,7.191707611083984,100,4.970215320587158,0.6685288548469543,0.10981336981058121,5.3604841232299805,0.6450216174125671,0.049999989569187164,5.0,0.2,24,elu,uniform,36,relu,0.0,tanh,Nadam,binary_crossentropy,200,20
2167,08/08/23-161820,08/08/23-161827,6.7538042068481445,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,uniform,36,relu,0.0,tanh,Nadam,binary_crossentropy,400,20
2168,08/08/23-161827,08/08/23-161834,6.662564277648926,100,0.5606144666671753,0.7262569665908813,0.5136163234710693,0.5637973546981812,0.7142857313156128,0.4687499403953552,5.0,0.2,24,elu,uniform,36,relu,0.2,sigmoid,Adam,binary_crossentropy,200,20
2169,08/08/23-161834,08/08/23-161841,6.283191204071045,100,0.5845727324485779,0.7206704020500183,0.4999999403953552,0.5798817873001099,0.7316017150878906,0.5441175699234009,5.0,0.2,24,elu,uniform,36,relu,0.2,sigmoid,Adam,binary_crossentropy,400,20
2170,08/08/23-161841,08/08/23-161848,7.076231956481934,100,0.5770441889762878,0.6890130639076233,0.477046400308609,0.5726256370544434,0.7229437232017517,0.43191957473754883,5.0,0.2,24,elu,uniform,36,relu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
2171,08/08/23-161848,08/08/23-161855,6.7438647747039795,100,0.5549606680870056,0.7243947982788086,0.5568627119064331,0.5485395789146423,0.7402597665786743,0.5833332538604736,5.0,0.2,24,elu,uniform,36,relu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
2172,08/08/23-161855,08/08/23-161902,6.717171907424927,100,2.121823787689209,0.5865921974182129,0.5151455998420715,1.0465337038040161,0.7402597665786743,0.6293289661407471,5.0,0.2,24,elu,uniform,36,relu,0.2,tanh,Adam,binary_crossentropy,200,20
2173,08/08/23-161903,08/08/23-161909,6.340881109237671,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,uniform,36,relu,0.2,tanh,Adam,binary_crossentropy,400,20
2174,08/08/23-161909,08/08/23-161916,7.149056673049927,100,2.3278207778930664,0.6648044586181641,0.5088151097297668,1.8471436500549316,0.7575757503509521,0.6116400957107544,5.0,0.2,24,elu,uniform,36,relu,0.2,tanh,Nadam,binary_crossentropy,200,20
2175,08/08/23-161917,08/08/23-161924,6.844640016555786,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,uniform,36,relu,0.2,tanh,Nadam,binary_crossentropy,400,20
2176,08/08/23-161924,08/08/23-161931,6.662302017211914,100,0.5523889064788818,0.7057728171348572,0.46099045872688293,0.5493361949920654,0.7489177584648132,0.4723646342754364,5.0,0.2,24,elu,uniform,36,relu,0.4,sigmoid,Adam,binary_crossentropy,200,20
2177,08/08/23-161931,08/08/23-161937,6.3132665157318115,100,0.5952001214027405,0.7020484209060669,0.4670943021774292,0.580780029296875,0.7142857313156128,0.4923076331615448,5.0,0.2,24,elu,uniform,36,relu,0.4,sigmoid,Adam,binary_crossentropy,400,20
2178,08/08/23-161938,08/08/23-161945,7.067558765411377,100,0.5612301826477051,0.6964617967605591,0.461838960647583,0.5656557679176331,0.7272727489471436,0.439303457736969,5.0,0.2,24,elu,uniform,36,relu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
2179,08/08/23-161945,08/08/23-161952,6.727020502090454,100,0.5458998084068298,0.716946005821228,0.5648549795150757,0.536267876625061,0.7575757503509521,0.6266666054725647,5.0,0.2,24,elu,uniform,36,relu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
2180,08/08/23-161952,08/08/23-161959,6.677828311920166,100,3.7567975521087646,0.6554934978485107,0.3506688177585602,2.9264633655548096,0.6969696879386902,0.41495320200920105,5.0,0.2,24,elu,uniform,36,relu,0.4,tanh,Adam,binary_crossentropy,200,20
2181,08/08/23-161959,08/08/23-162005,6.288630962371826,100,5.234396934509277,0.6554934978485107,0.03449266403913498,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,uniform,36,relu,0.4,tanh,Adam,binary_crossentropy,400,20
2182,08/08/23-162006,08/08/23-162013,7.1298487186431885,100,4.666644096374512,0.6499068737030029,0.21851950883865356,4.980060577392578,0.6320346593856812,0.048780474811792374,5.0,0.2,24,elu,uniform,36,relu,0.4,tanh,Nadam,binary_crossentropy,200,20
2183,08/08/23-162013,08/08/23-162020,6.84633994102478,100,4.588752746582031,0.6778398752212524,0.23042374849319458,5.069755554199219,0.6406926512718201,0.12631577253341675,5.0,0.2,24,elu,uniform,36,relu,0.4,tanh,Nadam,binary_crossentropy,400,20
2184,08/08/23-162020,08/08/23-162027,6.627544641494751,100,0.5384233593940735,0.7206704020500183,0.556920051574707,0.5643734335899353,0.7359307408332825,0.5413711071014404,5.0,0.2,24,elu,uniform,36,elu,0.0,sigmoid,Adam,binary_crossentropy,200,20
2185,08/08/23-162027,08/08/23-162034,6.283690929412842,100,0.5631665587425232,0.7113593816757202,0.5401746034622192,0.5633016228675842,0.7272727489471436,0.5655171871185303,5.0,0.2,24,elu,uniform,36,elu,0.0,sigmoid,Adam,binary_crossentropy,400,20
2186,08/08/23-162034,08/08/23-162041,7.097230672836304,100,0.5404913425445557,0.7392923831939697,0.553878128528595,0.5500296354293823,0.7489177584648132,0.5157893896102905,5.0,0.2,24,elu,uniform,36,elu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
2187,08/08/23-162041,08/08/23-162048,6.74724268913269,100,0.5710127949714661,0.7113593816757202,0.4708710312843323,0.5676807165145874,0.7272727489471436,0.5467625260353088,5.0,0.2,24,elu,uniform,36,elu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
2188,08/08/23-162048,08/08/23-162055,6.7161335945129395,100,5.249667167663574,0.6461824774742126,0.027205685153603554,5.609072685241699,0.6363636255264282,0.0,5.0,0.2,24,elu,uniform,36,elu,0.0,tanh,Adam,binary_crossentropy,200,20
2189,08/08/23-162055,08/08/23-162102,6.39162278175354,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,uniform,36,elu,0.0,tanh,Adam,binary_crossentropy,400,20
2190,08/08/23-162102,08/08/23-162109,7.192039251327515,100,3.918264150619507,0.4078212380409241,0.48707282543182373,3.0434937477111816,0.36796537041664124,0.5149646401405334,5.0,0.2,24,elu,uniform,36,elu,0.0,tanh,Nadam,binary_crossentropy,200,20
2191,08/08/23-162110,08/08/23-162117,6.864469528198242,100,3.737520933151245,0.5828678011894226,0.35087713599205017,3.0865886211395264,0.6580086350440979,0.4551723599433899,5.0,0.2,24,elu,uniform,36,elu,0.0,tanh,Nadam,binary_crossentropy,400,20
2192,08/08/23-162117,08/08/23-162125,8.41542673110962,100,0.550248384475708,0.7020484209060669,0.4717414379119873,0.5496314764022827,0.7489177584648132,0.45394396781921387,5.0,0.2,24,elu,uniform,36,elu,0.2,sigmoid,Adam,binary_crossentropy,200,20
2193,08/08/23-162126,08/08/23-162132,6.314273118972778,100,0.5548406839370728,0.7113593816757202,0.4513232707977295,0.5614652633666992,0.7272727489471436,0.5116277933120728,5.0,0.2,24,elu,uniform,36,elu,0.2,sigmoid,Adam,binary_crossentropy,400,20
2194,08/08/23-162132,08/08/23-162140,7.1466383934021,100,0.5415509343147278,0.7523277401924133,0.5802052021026611,0.5661930441856384,0.7316017150878906,0.43867677450180054,5.0,0.2,24,elu,uniform,36,elu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
2195,08/08/23-162140,08/08/23-162147,6.768704891204834,100,0.5632503628730774,0.7150837779045105,0.5490328073501587,0.5370446443557739,0.7445887327194214,0.5693430304527283,5.0,0.2,24,elu,uniform,36,elu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
2196,08/08/23-162147,08/08/23-162154,6.698683500289917,100,5.231151103973389,0.659217894077301,0.01801801286637783,5.6203718185424805,0.6320346593856812,0.0,5.0,0.2,24,elu,uniform,36,elu,0.2,tanh,Adam,binary_crossentropy,200,20
2197,08/08/23-162154,08/08/23-162200,6.3238348960876465,100,4.47012186050415,0.6554934978485107,0.20660072565078735,4.691162109375,0.6536796689033508,0.19999995827674866,5.0,0.2,24,elu,uniform,36,elu,0.2,tanh,Adam,binary_crossentropy,400,20
2198,08/08/23-162201,08/08/23-162208,7.130061388015747,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,5.0,0.2,24,elu,uniform,36,elu,0.2,tanh,Nadam,binary_crossentropy,200,20
2199,08/08/23-162208,08/08/23-162215,6.793241739273071,100,3.5683493614196777,0.6350092887878418,0.4458836019039154,3.3659985065460205,0.701298713684082,0.42975205183029175,5.0,0.2,24,elu,uniform,36,elu,0.2,tanh,Nadam,binary_crossentropy,400,20
2200,08/08/23-162215,08/08/23-162222,6.7059361934661865,100,0.5724741816520691,0.7225325703620911,0.5090511441230774,0.5512372851371765,0.7445887327194214,0.5161764025688171,5.0,0.2,24,elu,uniform,36,elu,0.4,sigmoid,Adam,binary_crossentropy,200,20
2201,08/08/23-162222,08/08/23-162229,6.250049591064453,100,0.5810300707817078,0.7132216095924377,0.4383736848831177,0.567011296749115,0.7316017150878906,0.5230768322944641,5.0,0.2,24,elu,uniform,36,elu,0.4,sigmoid,Adam,binary_crossentropy,400,20
2202,08/08/23-162229,08/08/23-162236,7.063415765762329,100,0.5504688620567322,0.7076349854469299,0.5292722582817078,0.5510950088500977,0.7705627679824829,0.5422446131706238,5.0,0.2,24,elu,uniform,36,elu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
2203,08/08/23-162236,08/08/23-162243,6.677623748779297,100,0.5808643102645874,0.7076349854469299,0.5539600849151611,0.5784233212471008,0.6926407217979431,0.5534590482711792,5.0,0.2,24,elu,uniform,36,elu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
2204,08/08/23-162243,08/08/23-162250,6.734654664993286,100,4.174039840698242,0.5959031581878662,0.3581979274749756,2.837022542953491,0.649350643157959,0.4455782175064087,5.0,0.2,24,elu,uniform,36,elu,0.4,tanh,Adam,binary_crossentropy,200,20
2205,08/08/23-162250,08/08/23-162257,6.332148313522339,100,2.2438695430755615,0.6033519506454468,0.494143009185791,1.366732120513916,0.7575757503509521,0.6410255432128906,5.0,0.2,24,elu,uniform,36,elu,0.4,tanh,Adam,binary_crossentropy,400,20
2206,08/08/23-162257,08/08/23-162304,7.173673868179321,100,3.151860237121582,0.6089385747909546,0.4699043333530426,2.1930601596832275,0.7272727489471436,0.4209999442100525,5.0,0.2,24,elu,uniform,36,elu,0.4,tanh,Nadam,binary_crossentropy,200,20
2207,08/08/23-162305,08/08/23-162311,6.8034937381744385,100,3.129509210586548,0.6145251393318176,0.45413559675216675,2.5095272064208984,0.6969696879386902,0.5138888359069824,5.0,0.2,24,elu,uniform,36,elu,0.4,tanh,Nadam,binary_crossentropy,400,20
2208,08/08/23-162312,08/08/23-162319,6.769277572631836,100,0.5507441163063049,0.7225325703620911,0.5495195984840393,0.558401882648468,0.7359307408332825,0.5572118759155273,5.0,0.2,24,elu,normal,24,relu,0.0,sigmoid,Adam,binary_crossentropy,200,20
2209,08/08/23-162319,08/08/23-162325,6.297450065612793,100,0.5479287505149841,0.7188081741333008,0.5335497260093689,0.5264838337898254,0.7445887327194214,0.5755395293235779,5.0,0.2,24,elu,normal,24,relu,0.0,sigmoid,Adam,binary_crossentropy,400,20
2210,08/08/23-162326,08/08/23-162333,7.15550684928894,100,0.5546332001686096,0.7132216095924377,0.5293490886688232,0.578945517539978,0.7272727489471436,0.42740994691848755,5.0,0.2,24,elu,normal,24,relu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
2211,08/08/23-162333,08/08/23-162340,6.765650272369385,100,0.6195281147956848,0.6573556661605835,0.4054730236530304,0.5748395919799805,0.6839826703071594,0.4065040051937103,5.0,0.2,24,elu,normal,24,relu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
2212,08/08/23-162340,08/08/23-162347,6.723596096038818,100,4.491427421569824,0.6554934978485107,0.24414187669754028,5.133500099182129,0.6406926512718201,0.049999989569187164,5.0,0.2,24,elu,normal,24,relu,0.0,tanh,Adam,binary_crossentropy,200,20
2213,08/08/23-162347,08/08/23-162354,6.342885494232178,100,5.230565071105957,0.6461824774742126,0.0275861993432045,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,relu,0.0,tanh,Adam,binary_crossentropy,400,20
2214,08/08/23-162354,08/08/23-162401,7.147339105606079,100,5.199819087982178,0.6629422903060913,0.03319443762302399,5.609072685241699,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,relu,0.0,tanh,Nadam,binary_crossentropy,200,20
2215,08/08/23-162401,08/08/23-162409,7.141351222991943,100,5.122780799865723,0.6554934978485107,0.053854405879974365,5.35953950881958,0.6450216174125671,0.06818181276321411,5.0,0.2,24,elu,normal,24,relu,0.0,tanh,Nadam,binary_crossentropy,400,20
2216,08/08/23-162409,08/08/23-162416,7.231368064880371,100,0.6126760840415955,0.6759776473045349,0.44965890049934387,0.5639669299125671,0.7359307408332825,0.4507211148738861,5.0,0.2,24,elu,normal,24,relu,0.2,sigmoid,Adam,binary_crossentropy,200,20
2217,08/08/23-162417,08/08/23-162423,6.260101556777954,100,0.5660552382469177,0.7039105892181396,0.4849868416786194,0.5756415724754333,0.7272727489471436,0.5401459336280823,5.0,0.2,24,elu,normal,24,relu,0.2,sigmoid,Adam,binary_crossentropy,400,20
2218,08/08/23-162423,08/08/23-162430,7.085373640060425,100,0.5559864044189453,0.7094972133636475,0.5155319571495056,0.5505385398864746,0.7662337422370911,0.531745970249176,5.0,0.2,24,elu,normal,24,relu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
2219,08/08/23-162431,08/08/23-162437,6.680025815963745,100,0.5724514126777649,0.7132216095924377,0.532689094543457,0.5748851895332336,0.7142857313156128,0.476190447807312,5.0,0.2,24,elu,normal,24,relu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
2220,08/08/23-162438,08/08/23-162444,6.689028263092041,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,relu,0.2,tanh,Adam,binary_crossentropy,200,20
2221,08/08/23-162445,08/08/23-162451,6.309585809707642,100,6.3581085205078125,0.48230913281440735,0.4030924439430237,5.595274925231934,0.5670995712280273,0.48979589343070984,5.0,0.2,24,elu,normal,24,relu,0.2,tanh,Adam,binary_crossentropy,400,20
2222,08/08/23-162451,08/08/23-162458,7.137261867523193,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,relu,0.2,tanh,Nadam,binary_crossentropy,200,20
2223,08/08/23-162459,08/08/23-162506,6.809138536453247,100,5.3072943687438965,0.6517691016197205,0.007194242440164089,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,relu,0.2,tanh,Nadam,binary_crossentropy,400,20
2224,08/08/23-162506,08/08/23-162513,6.758266448974609,100,0.5529590845108032,0.7281191945075989,0.5654561519622803,0.5550426244735718,0.7229437232017517,0.48346447944641113,5.0,0.2,24,elu,normal,24,relu,0.4,sigmoid,Adam,binary_crossentropy,200,20
2225,08/08/23-162513,08/08/23-162519,6.319574594497681,100,0.6677632331848145,0.6834264397621155,0.4269832372665405,0.6002129912376404,0.6969696879386902,0.46969690918922424,5.0,0.2,24,elu,normal,24,relu,0.4,sigmoid,Adam,binary_crossentropy,400,20
2226,08/08/23-162520,08/08/23-162527,7.128051996231079,100,0.5597051382064819,0.7020484209060669,0.5232600569725037,0.5651379823684692,0.7142857313156128,0.423409640789032,5.0,0.2,24,elu,normal,24,relu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
2227,08/08/23-162527,08/08/23-162534,6.7847900390625,100,0.5917408466339111,0.7057728171348572,0.4819199740886688,0.561497151851654,0.7229437232017517,0.5223879814147949,5.0,0.2,24,elu,normal,24,relu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
2228,08/08/23-162534,08/08/23-162541,6.7386486530303955,100,4.776930332183838,0.6443203091621399,0.15783564746379852,5.609072685241699,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,relu,0.4,tanh,Adam,binary_crossentropy,200,20
2229,08/08/23-162541,08/08/23-162548,6.35652232170105,100,5.285271167755127,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,relu,0.4,tanh,Adam,binary_crossentropy,400,20
2230,08/08/23-162548,08/08/23-162555,7.157155513763428,100,5.180129528045654,0.6629422903060913,0.046393852680921555,5.609072685241699,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,relu,0.4,tanh,Nadam,binary_crossentropy,200,20
2231,08/08/23-162556,08/08/23-162602,6.744513511657715,100,4.815783977508545,0.6517691016197205,0.12650100886821747,5.278172492980957,0.6406926512718201,0.12631577253341675,5.0,0.2,24,elu,normal,24,relu,0.4,tanh,Nadam,binary_crossentropy,400,20
2232,08/08/23-162603,08/08/23-162610,6.822407245635986,100,0.5643308162689209,0.716946005821228,0.5168600678443909,0.5360727310180664,0.7748917937278748,0.5396825075149536,5.0,0.2,24,elu,normal,24,elu,0.0,sigmoid,Adam,binary_crossentropy,200,20
2233,08/08/23-162610,08/08/23-162616,6.29914665222168,100,0.5868268013000488,0.7057728171348572,0.5231176614761353,0.5618550777435303,0.7359307408332825,0.5481480956077576,5.0,0.2,24,elu,normal,24,elu,0.0,sigmoid,Adam,binary_crossentropy,400,20
2234,08/08/23-162617,08/08/23-162624,7.092239141464233,100,0.5727434754371643,0.6964617967605591,0.4642922878265381,0.5499213337898254,0.7402597665786743,0.5173159837722778,5.0,0.2,24,elu,normal,24,elu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
2235,08/08/23-162624,08/08/23-162631,6.696179389953613,100,0.5780457854270935,0.7001861929893494,0.4877874553203583,0.5629749298095703,0.7359307408332825,0.5793102979660034,5.0,0.2,24,elu,normal,24,elu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
2236,08/08/23-162631,08/08/23-162638,6.700596570968628,100,4.897930145263672,0.659217894077301,0.13622915744781494,5.026796340942383,0.6536796689033508,0.05128204822540283,5.0,0.2,24,elu,normal,24,elu,0.0,tanh,Adam,binary_crossentropy,200,20
2237,08/08/23-162638,08/08/23-162644,6.323138475418091,100,5.193579196929932,0.6554934978485107,0.03418438881635666,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,elu,0.0,tanh,Adam,binary_crossentropy,400,20
2238,08/08/23-162645,08/08/23-162652,7.114485740661621,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,elu,0.0,tanh,Nadam,binary_crossentropy,200,20
2239,08/08/23-162652,08/08/23-162659,6.726528167724609,100,5.73510217666626,0.47299814224243164,0.37315529584884644,4.58342981338501,0.5584415793418884,0.4899999499320984,5.0,0.2,24,elu,normal,24,elu,0.0,tanh,Nadam,binary_crossentropy,400,20
2240,08/08/23-162659,08/08/23-162706,6.667452335357666,100,0.5701450705528259,0.6927374005317688,0.4764397442340851,0.5674412250518799,0.709956705570221,0.4219268560409546,5.0,0.2,24,elu,normal,24,elu,0.2,sigmoid,Adam,binary_crossentropy,200,20
2241,08/08/23-162706,08/08/23-162712,6.219237565994263,100,0.7197638154029846,0.6666666865348816,0.4689273238182068,0.54856276512146,0.7359307408332825,0.5906040668487549,5.0,0.2,24,elu,normal,24,elu,0.2,sigmoid,Adam,binary_crossentropy,400,20
2242,08/08/23-162713,08/08/23-162720,7.113020181655884,100,0.5413786768913269,0.7281191945075989,0.5541212558746338,0.5468056201934814,0.7489177584648132,0.5070865750312805,5.0,0.2,24,elu,normal,24,elu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
2243,08/08/23-162720,08/08/23-162727,6.750706195831299,100,0.6069821715354919,0.7113593816757202,0.48207730054855347,0.5833548307418823,0.709956705570221,0.48062005639076233,5.0,0.2,24,elu,normal,24,elu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
2244,08/08/23-162727,08/08/23-162734,6.7433021068573,100,4.369077682495117,0.6703910827636719,0.2503530979156494,4.475115776062012,0.6753246784210205,0.16842103004455566,5.0,0.2,24,elu,normal,24,elu,0.2,tanh,Adam,binary_crossentropy,200,20
2245,08/08/23-162734,08/08/23-162741,6.322476387023926,100,4.7487359046936035,0.6648044586181641,0.14683732390403748,5.347579002380371,0.6363636255264282,0.10638295114040375,5.0,0.2,24,elu,normal,24,elu,0.2,tanh,Adam,binary_crossentropy,400,20
2246,08/08/23-162741,08/08/23-162748,7.1676836013793945,100,4.653552055358887,0.6461824774742126,0.18881504237651825,5.18051815032959,0.6363636255264282,0.07058821618556976,5.0,0.2,24,elu,normal,24,elu,0.2,tanh,Nadam,binary_crossentropy,200,20
2247,08/08/23-162749,08/08/23-162756,7.04308819770813,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,elu,0.2,tanh,Nadam,binary_crossentropy,400,20
2248,08/08/23-162756,08/08/23-162803,6.728868007659912,100,0.5765979886054993,0.7001861929893494,0.5069523453712463,0.5608183741569519,0.7316017150878906,0.43483781814575195,5.0,0.2,24,elu,normal,24,elu,0.4,sigmoid,Adam,binary_crossentropy,200,20
2249,08/08/23-162803,08/08/23-162809,6.258804082870483,100,0.6135759949684143,0.7076349854469299,0.5026728510856628,0.5636952519416809,0.7445887327194214,0.5755395293235779,5.0,0.2,24,elu,normal,24,elu,0.4,sigmoid,Adam,binary_crossentropy,400,20
2250,08/08/23-162810,08/08/23-162817,7.043017148971558,100,0.5607203245162964,0.7318435907363892,0.5497525334358215,0.5462361574172974,0.7359307408332825,0.4507211148738861,5.0,0.2,24,elu,normal,24,elu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
2251,08/08/23-162817,08/08/23-162824,6.762654781341553,100,0.576185405254364,0.6871508359909058,0.5062388181686401,0.5658145546913147,0.7272727489471436,0.5333333015441895,5.0,0.2,24,elu,normal,24,elu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
2252,08/08/23-162824,08/08/23-162831,6.720686912536621,100,5.2577314376831055,0.659217894077301,0.009389670565724373,5.609072685241699,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,elu,0.4,tanh,Adam,binary_crossentropy,200,20
2253,08/08/23-162831,08/08/23-162838,6.34926962852478,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,elu,0.4,tanh,Adam,binary_crossentropy,400,20
2254,08/08/23-162838,08/08/23-162845,7.103561162948608,100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,elu,0.4,tanh,Nadam,binary_crossentropy,200,20
2255,08/08/23-162845,08/08/23-162852,6.6917266845703125,100,5.2852702140808105,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,24,elu,0.4,tanh,Nadam,binary_crossentropy,400,20
2256,08/08/23-162853,08/08/23-162859,6.630746841430664,100,0.5934654474258423,0.6983240246772766,0.4472133219242096,0.6009296774864197,0.6969696879386902,0.40848207473754883,5.0,0.2,24,elu,normal,36,relu,0.0,sigmoid,Adam,binary_crossentropy,200,20
2257,08/08/23-162900,08/08/23-162906,6.248428106307983,100,0.6423001885414124,0.7039105892181396,0.5092592239379883,0.5918963551521301,0.7142857313156128,0.5352112054824829,5.0,0.2,24,elu,normal,36,relu,0.0,sigmoid,Adam,binary_crossentropy,400,20
2258,08/08/23-162906,08/08/23-162913,7.117739200592041,100,0.5400282144546509,0.7523277401924133,0.5803467631340027,0.5720774531364441,0.7142857313156128,0.43073588609695435,5.0,0.2,24,elu,normal,36,relu,0.0,sigmoid,Nadam,binary_crossentropy,200,20
2259,08/08/23-162914,08/08/23-162920,6.722432374954224,100,0.5951289534568787,0.6890130639076233,0.4671780467033386,0.5725094079971313,0.7056276798248291,0.5072462558746338,5.0,0.2,24,elu,normal,36,relu,0.0,sigmoid,Nadam,binary_crossentropy,400,20
2260,08/08/23-162921,08/08/23-162927,6.667829990386963,100,3.3627285957336426,0.6461824774742126,0.4561058580875397,2.86476731300354,0.6883116960525513,0.49409520626068115,5.0,0.2,24,elu,normal,36,relu,0.0,tanh,Adam,binary_crossentropy,200,20
2261,08/08/23-162928,08/08/23-162934,6.325231313705444,100,3.648043632507324,0.6219739317893982,0.3918110728263855,3.0006325244903564,0.6623376607894897,0.47999995946884155,5.0,0.2,24,elu,normal,36,relu,0.0,tanh,Adam,binary_crossentropy,400,20
2262,08/08/23-162934,08/08/23-162942,7.163835525512695,100,5.016199588775635,0.6610800623893738,0.10740011930465698,5.438652992248535,0.6320346593856812,0.037499990314245224,5.0,0.2,24,elu,normal,36,relu,0.0,tanh,Nadam,binary_crossentropy,200,20
2263,08/08/23-162942,08/08/23-162949,6.77884578704834,100,5.285270690917969,0.6573556661605835,0.0,5.609072208404541,0.6363636255264282,0.0,5.0,0.2,24,elu,normal,36,relu,0.0,tanh,Nadam,binary_crossentropy,400,20
2264,08/08/23-162949,08/08/23-162956,6.695815801620483,100,0.5592849254608154,0.7132216095924377,0.5087299942970276,0.5533915758132935,0.7402597665786743,0.4498461186885834,5.0,0.2,24,elu,normal,36,relu,0.2,sigmoid,Adam,binary_crossentropy,200,20
2265,08/08/23-162956,08/08/23-163002,6.28830623626709,100,0.5981658101081848,0.7188081741333008,0.507436990737915,0.5566109418869019,0.7142857313156128,0.5147057771682739,5.0,0.2,24,elu,normal,36,relu,0.2,sigmoid,Adam,binary_crossentropy,400,20
2266,08/08/23-163003,08/08/23-163010,7.197707891464233,100,0.5762505531311035,0.7150837779045105,0.45911017060279846,0.5675506591796875,0.7402597665786743,0.4498461186885834,5.0,0.2,24,elu,normal,36,relu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
2267,08/08/23-163010,08/08/23-163017,6.758035182952881,100,0.6572850346565247,0.6573556661605835,0.41291892528533936,0.5722882151603699,0.709956705570221,0.5248226523399353,5.0,0.2,24,elu,normal,36,relu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
2268,08/08/23-163017,08/08/23-163024,6.789745330810547,100,4.271621227264404,0.6033519506454468,0.36268433928489685,3.3227272033691406,0.6753246784210205,0.4752037525177002,5.0,0.2,24,elu,normal,36,relu,0.2,tanh,Adam,binary_crossentropy,200,20
