round_epochs,loss,accuracy,f1score,val_loss,val_accuracy,val_f1score,lr,first_dropout,first_neuron,first_activation,kernel_initializer,second_neuron,second_activation,second_dropout,last_activation,optimizer,losses,batch_size,epochs
100,0.6267680525779724,0.6610800623893738,0.25987955927848816,0.6372538805007935,0.6536796689033508,0.14432987570762634,0.5,0.2,12,relu,uniform,24,relu,0,sigmoid,Adam,binary_crossentropy,200,20
100,0.5991230010986328,0.6722532510757446,0.23881959915161133,0.6074084639549255,0.6580086350440979,0.16842103004455566,0.5,0.2,12,relu,uniform,24,relu,0,sigmoid,Adam,binary_crossentropy,400,20
100,0.593547523021698,0.6964617967605591,0.4743210971355438,0.5903067588806152,0.7316017150878906,0.49053022265434265,0.5,0.2,12,relu,uniform,24,relu,0,sigmoid,Nadam,binary_crossentropy,200,20
100,0.5886854529380798,0.6983240246772766,0.4359925389289856,0.6043750643730164,0.6883116960525513,0.4098360240459442,0.5,0.2,12,relu,uniform,24,relu,0,sigmoid,Nadam,binary_crossentropy,400,20
100,4.404750347137451,0.5456238389015198,0.3932760953903198,3.53772234916687,0.5670995712280273,0.45839351415634155,0.5,0.2,12,relu,uniform,24,relu,0,tanh,Adam,binary_crossentropy,200,20
100,2.8565011024475098,0.633147120475769,0.378203809261322,2.6978752613067627,0.6839826703071594,0.4427480101585388,0.5,0.2,12,relu,uniform,24,relu,0,tanh,Adam,binary_crossentropy,400,20
100,1.416176438331604,0.6759776473045349,0.4618360996246338,0.730862021446228,0.6926407217979431,0.365476131439209,0.5,0.2,12,relu,uniform,24,relu,0,tanh,Nadam,binary_crossentropy,200,20
100,0.7703388929367065,0.6703910827636719,0.43904316425323486,0.5875685811042786,0.6926407217979431,0.49645379185676575,0.5,0.2,12,relu,uniform,24,relu,0,tanh,Nadam,binary_crossentropy,400,20
100,0.622146487236023,0.6685288548469543,0.2435474544763565,0.6324726343154907,0.6450216174125671,0.11827954649925232,0.5,0.2,12,relu,uniform,24,relu,0.2,sigmoid,Adam,binary_crossentropy,200,20
100,0.607738196849823,0.6927374005317688,0.40776628255844116,0.6062672138214111,0.7186146974563599,0.47999992966651917,0.5,0.2,12,relu,uniform,24,relu,0.2,sigmoid,Adam,binary_crossentropy,400,20
100,0.5800987482070923,0.6964617967605591,0.4306308329105377,0.5908827185630798,0.7142857313156128,0.4107142388820648,0.5,0.2,12,relu,uniform,24,relu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
100,0.5814528465270996,0.7113593816757202,0.4635913372039795,0.6181984543800354,0.6883116960525513,0.3793103098869324,0.5,0.2,12,relu,uniform,24,relu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,12,relu,uniform,24,relu,0.2,tanh,Adam,binary_crossentropy,200,20
100,2.9683706760406494,0.6629422903060913,0.3437703251838684,2.6763579845428467,0.7056276798248291,0.4687499701976776,0.5,0.2,12,relu,uniform,24,relu,0.2,tanh,Adam,binary_crossentropy,400,20
100,0.6139984130859375,0.6983240246772766,0.48952874541282654,0.5637710094451904,0.7186146974563599,0.4546666145324707,0.5,0.2,12,relu,uniform,24,relu,0.2,tanh,Nadam,binary_crossentropy,200,20
100,0.8147503733634949,0.690875232219696,0.29754698276519775,0.8889561295509338,0.6753246784210205,0.24242423474788666,0.5,0.2,12,relu,uniform,24,relu,0.2,tanh,Nadam,binary_crossentropy,400,20
100,0.5713900923728943,0.7132216095924377,0.4953782856464386,0.5846541523933411,0.7272727489471436,0.48906242847442627,0.5,0.2,12,relu,uniform,24,relu,0.4,sigmoid,Adam,binary_crossentropy,200,20
100,0.6223713755607605,0.6722532510757446,0.366897851228714,0.6256532073020935,0.6580086350440979,0.3471073806285858,0.5,0.2,12,relu,uniform,24,relu,0.4,sigmoid,Adam,binary_crossentropy,400,20
100,0.5833335518836975,0.6945996284484863,0.3785008192062378,0.602097749710083,0.6926407217979431,0.2928571105003357,0.5,0.2,12,relu,uniform,24,relu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
100,0.607010543346405,0.6797020435333252,0.40081584453582764,0.6117382645606995,0.6839826703071594,0.41599997878074646,0.5,0.2,12,relu,uniform,24,relu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
100,5.285270690917969,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,12,relu,uniform,24,relu,0.4,tanh,Adam,binary_crossentropy,200,20
100,0.8182801604270935,0.633147120475769,0.46535688638687134,0.7424066662788391,0.6060606241226196,0.44848477840423584,0.5,0.2,12,relu,uniform,24,relu,0.4,tanh,Adam,binary_crossentropy,400,20
100,4.443556785583496,0.6368715167045593,0.24145691096782684,4.256440162658691,0.6709956526756287,0.15789473056793213,0.5,0.2,12,relu,uniform,24,relu,0.4,tanh,Nadam,binary_crossentropy,200,20
100,1.005859136581421,0.6722532510757446,0.3108527362346649,0.9330370426177979,0.6969696879386902,0.3749999701976776,0.5,0.2,12,relu,uniform,24,relu,0.4,tanh,Nadam,binary_crossentropy,400,20
100,0.593677818775177,0.685288667678833,0.31099048256874084,0.6046320199966431,0.6666666865348816,0.2580905854701996,0.5,0.2,12,relu,uniform,24,elu,0,sigmoid,Adam,binary_crossentropy,200,20
100,0.6013864278793335,0.7039105892181396,0.4065174460411072,0.6120505928993225,0.6796537041664124,0.3934425711631775,0.5,0.2,12,relu,uniform,24,elu,0,sigmoid,Adam,binary_crossentropy,400,20
100,0.5757784247398376,0.6983240246772766,0.4782516062259674,0.5976406335830688,0.7056276798248291,0.4231601357460022,0.5,0.2,12,relu,uniform,24,elu,0,sigmoid,Nadam,binary_crossentropy,200,20
100,0.5863963961601257,0.7150837779045105,0.4731934368610382,0.6036977767944336,0.7056276798248291,0.5072462558746338,0.5,0.2,12,relu,uniform,24,elu,0,sigmoid,Nadam,binary_crossentropy,400,20
100,4.2896552085876465,0.6722532510757446,0.11523348093032837,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,12,relu,uniform,24,elu,0,tanh,Adam,binary_crossentropy,200,20
100,5.175910949707031,0.6480447053909302,0.03516193851828575,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,12,relu,uniform,24,elu,0,tanh,Adam,binary_crossentropy,400,20
100,2.252155065536499,0.5083798766136169,0.4554513394832611,2.0062308311462402,0.6190476417541504,0.48673832416534424,0.5,0.2,12,relu,uniform,24,elu,0,tanh,Nadam,binary_crossentropy,200,20
100,0.787212610244751,0.7057728171348572,0.5365574359893799,0.5711707472801208,0.7359307408332825,0.6211179494857788,0.5,0.2,12,relu,uniform,24,elu,0,tanh,Nadam,binary_crossentropy,400,20
100,0.6236761212348938,0.659217894077301,0.4075392782688141,0.603577733039856,0.6969696879386902,0.3214285373687744,0.5,0.2,12,relu,uniform,24,elu,0.2,sigmoid,Adam,binary_crossentropy,200,20
100,0.6229492425918579,0.6629422903060913,0.3117237389087677,0.6303078532218933,0.6580086350440979,0.31304341554641724,0.5,0.2,12,relu,uniform,24,elu,0.2,sigmoid,Adam,binary_crossentropy,400,20
100,0.5666941404342651,0.716946005821228,0.45811495184898376,0.5872988104820251,0.6839826703071594,0.3151260018348694,0.5,0.2,12,relu,uniform,24,elu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
100,0.596740186214447,0.6964617967605591,0.43055009841918945,0.5939781665802002,0.6883116960525513,0.4098360240459442,0.5,0.2,12,relu,uniform,24,elu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
100,5.285271167755127,0.6573556661605835,0.0,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,12,relu,uniform,24,elu,0.2,tanh,Adam,binary_crossentropy,200,20
100,4.497778415679932,0.6294227242469788,0.24631574749946594,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,12,relu,uniform,24,elu,0.2,tanh,Adam,binary_crossentropy,400,20
100,4.913202285766602,0.6629422903060913,0.03479236364364624,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,12,relu,uniform,24,elu,0.2,tanh,Nadam,binary_crossentropy,200,20
100,3.475139856338501,0.601489782333374,0.3772204518318176,2.747384786605835,0.6536796689033508,0.4805194139480591,0.5,0.2,12,relu,uniform,24,elu,0.2,tanh,Nadam,binary_crossentropy,400,20
100,0.5994998216629028,0.6722532510757446,0.2648952901363373,0.6069832444190979,0.6753246784210205,0.25692304968833923,0.5,0.2,12,relu,uniform,24,elu,0.4,sigmoid,Adam,binary_crossentropy,200,20
100,0.5812034606933594,0.7020484209060669,0.4804193079471588,0.6028702259063721,0.709956705570221,0.510948896408081,0.5,0.2,12,relu,uniform,24,elu,0.4,sigmoid,Adam,binary_crossentropy,400,20
100,0.563657820224762,0.7039105892181396,0.3407234847545624,0.5987120866775513,0.6883116960525513,0.2733333110809326,0.5,0.2,12,relu,uniform,24,elu,0.4,sigmoid,Nadam,binary_crossentropy,200,20
100,0.5922221541404724,0.6983240246772766,0.40730610489845276,0.5924320816993713,0.6926407217979431,0.4409448504447937,0.5,0.2,12,relu,uniform,24,elu,0.4,sigmoid,Nadam,binary_crossentropy,400,20
100,5.184472560882568,0.659217894077301,0.0243386197835207,5.609072685241699,0.6363636255264282,0.0,0.5,0.2,12,relu,uniform,24,elu,0.4,tanh,Adam,binary_crossentropy,200,20
100,3.756147623062134,0.49162012338638306,0.41474878787994385,2.643808126449585,0.588744580745697,0.4973544478416443,0.5,0.2,12,relu,uniform,24,elu,0.4,tanh,Adam,binary_crossentropy,400,20
100,3.3320300579071045,0.5884543657302856,0.3555416762828827,2.796886444091797,0.6580086350440979,0.4981202483177185,0.5,0.2,12,relu,uniform,24,elu,0.4,tanh,Nadam,binary_crossentropy,200,20
100,1.292370080947876,0.685288667678833,0.43939778208732605,0.9004687666893005,0.6709956526756287,0.42424240708351135,0.5,0.2,12,relu,uniform,24,elu,0.4,tanh,Nadam,binary_crossentropy,400,20
100,0.5991494059562683,0.685288667678833,0.39826980233192444,0.5928059220314026,0.7186146974563599,0.41655799746513367,0.5,0.2,12,relu,uniform,36,relu,0,sigmoid,Adam,binary_crossentropy,200,20
100,0.58692866563797,0.6983240246772766,0.4647618532180786,0.5829360485076904,0.7056276798248291,0.5211267471313477,0.5,0.2,12,relu,uniform,36,relu,0,sigmoid,Adam,binary_crossentropy,400,20
100,0.5703678131103516,0.7262569665908813,0.5173377990722656,0.5873124599456787,0.6969696879386902,0.4115287661552429,0.5,0.2,12,relu,uniform,36,relu,0,sigmoid,Nadam,binary_crossentropy,200,20
100,0.6071265935897827,0.659217894077301,0.05506036803126335,0.6073789596557617,0.6406926512718201,0.08791207522153854,0.5,0.2,12,relu,uniform,36,relu,0,sigmoid,Nadam,binary_crossentropy,400,20
100,0.9636394381523132,0.6797020435333252,0.5056493878364563,0.6668791174888611,0.7142857313156128,0.5215597152709961,0.5,0.2,12,relu,uniform,36,relu,0,tanh,Adam,binary_crossentropy,200,20
100,3.097165584564209,0.6294227242469788,0.4059394598007202,2.746411085128784,0.6536796689033508,0.5061727166175842,0.5,0.2,12,relu,uniform,36,relu,0,tanh,Adam,binary_crossentropy,400,20
100,3.5891785621643066,0.575419008731842,0.36723390221595764,3.288794994354248,0.6320346593856812,0.4443269371986389,0.5,0.2,12,relu,uniform,36,relu,0,tanh,Nadam,binary_crossentropy,200,20
100,4.944438457489014,0.6648044586181641,0.07857141643762589,5.609072208404541,0.6363636255264282,0.0,0.5,0.2,12,relu,uniform,36,relu,0,tanh,Nadam,binary_crossentropy,400,20
100,0.6456225514411926,0.7020484209060669,0.3844411373138428,0.6516395211219788,0.7186146974563599,0.33636361360549927,0.5,0.2,12,relu,uniform,36,relu,0.2,sigmoid,Adam,binary_crossentropy,200,20
100,0.6420471668243408,0.659217894077301,0.08472220599651337,0.6544779539108276,0.6233766078948975,0.08421050757169724,0.5,0.2,12,relu,uniform,36,relu,0.2,sigmoid,Adam,binary_crossentropy,400,20
100,0.5681430697441101,0.7094972133636475,0.49855634570121765,0.5800129771232605,0.709956705570221,0.4145832657814026,0.5,0.2,12,relu,uniform,36,relu,0.2,sigmoid,Nadam,binary_crossentropy,200,20
100,0.5984712243080139,0.6834264397621155,0.44753360748291016,0.6049253940582275,0.7142857313156128,0.5147057771682739,0.5,0.2,12,relu,uniform,36,relu,0.2,sigmoid,Nadam,binary_crossentropy,400,20
100,2.9877870082855225,0.6405959129333496,0.2720634639263153,2.6487715244293213,0.6969696879386902,0.4374999701976776,0.5,0.2,12,relu,uniform,36,relu,0.2,tanh,Adam,binary_crossentropy,200,20
