"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW"
"2023-02-06",36,40671,41274,37319,1278,6545,0,13080,0,3,1087,341,159,147,0,645,1257,384
"2023-02-06",37,40461,41063,37219,1301,6545,0,13080,0,2,1060,457,356,82,0,697,1257,412
"2023-02-06",38,39813,40505,36633,1324,6545,0,13080,0,4,1066,464,358,-37,-51,698,1246,410
"2023-02-06",39,39169,39784,36088,1354,6545,0,13080,0,6,1505,438,330,37,-9,617,1112,245
"2023-02-06",40,38174,38822,35165,1384,6545,0,13080,0,11,1497,426,330,-37,0,614,1095,229
"2023-02-06",41,36835,37445,33991,1403,6545,0,13080,0,10,537,99,678,37,58,361,1095,67
"2023-02-06",42,35977,36645,33323,1421,6545,0,13080,0,8,473,74,691,-60,12,351,1095,52
"2023-02-06",43,34406,35185,31856,1419,6545,0,13080,0,5,315,-27,368,-59,38,85,1095,-88
"2023-02-06",44,32594,33563,30212,1417,6545,0,13080,0,7,300,-34,354,-180,-50,74,1095,-98
"2023-02-06",45,30646,31741,28362,1410,6545,0,13080,0,6,-80,-25,196,-135,-9,-143,1095,-97
"2023-02-06",46,29175,30369,26993,1403,6545,0,13080,0,9,-118,-34,194,-182,0,-151,1106,-100
"2023-02-06",47,27441,29620,25405,1340,6545,0,13080,0,29,-805,-374,385,-146,58,-35,1240,-190
"2023-02-06",48,26231,28682,24316,1277,6545,0,13080,0,363,-837,-390,395,-33,12,-31,1257,-197
"2023-02-07",1,25989,27802,24111,1238,6545,0,13080,0,331,-257,-111,826,-145,-51,-96,1257,-222
"2023-02-07",2,26506,28179,24536,1199,6545,0,13080,0,218,-211,-87,847,-217,-21,-98,1257,-221
"2023-02-07",3,26394,28197,24386,1161,6545,0,13080,0,628,109,66,988,-360,-109,196,1257,-106
"2023-02-07",4,25741,27488,23800,1122,6545,0,13080,0,578,139,78,988,-449,-23,207,1257,-97
"2023-02-07",5,25351,27337,23413,1078,6545,0,13080,0,898,491,104,621,-450,-22,261,1257,-16
"2023-02-07",6,25113,27118,23174,1033,6545,0,13080,0,925,512,106,605,-450,-20,263,1257,-10
"2023-02-07",7,24896,26877,22987,1009,6545,0,13080,0,928,406,102,497,-427,-16,404,1257,-10
"2023-02-07",8,24531,26550,22592,984,6545,0,13080,0,840,395,101,472,-450,-118,408,1257,-11
"2023-02-07",9,24371,25903,22458,947,6545,0,13080,0,391,18,59,3,-450,-45,176,1257,-46
"2023-02-07",10,24467,25941,22551,909,6545,0,13080,0,256,-23,44,0,-423,-114,164,1257,-58
"2023-02-07",11,25110,27803,23188,885,6545,0,13080,0,9,-921,-451,471,-285,-21,-18,1257,-388
"2023-02-07",12,26287,28890,24291,860,6545,0,13080,0,4,-982,-478,541,-135,0,-1,1257,-403
"2023-02-07",13,29248,31192,27016,807,6545,0,13080,0,8,-918,-233,887,8,58,863,1257,-185
"2023-02-07",14,31830,33657,29389,753,6545,0,13080,0,7,-872,-196,917,1,12,918,1266,-152
"2023-02-07",15,35070,35812,32288,736,6545,19,13080,0,11,225,541,241,-68,-63,920,1382,520
"2023-02-07",16,36227,37243,33239,718,6545,22,13080,0,11,350,602,202,-219,-186,921,1397,575
"2023-02-07",17,37595,38895,34487,691,6545,458,13080,0,9,1414,967,276,-370,-321,997,1397,972
"2023-02-07",18,37720,39047,34548,664,6545,1352,13080,0,11,1499,992,277,-451,-265,998,1397,998
"2023-02-07",19,37525,38897,34285,678,6545,2341,13080,0,11,1499,992,398,-451,-310,620,1397,998
"2023-02-07",20,36702,38133,33466,691,6545,3063,13080,0,10,1498,991,412,-451,-370,605,1397,999
"2023-02-07",21,36362,37922,33124,714,6545,3756,13080,0,5,1428,946,974,-451,-504,795,1397,999
"2023-02-07",22,35787,37375,32549,736,6545,4387,13080,0,7,1415,941,1003,-451,-530,802,1397,999
"2023-02-07",23,34952,36540,31673,745,6545,4900,13080,0,7,959,870,1004,-451,-530,715,1397,999
"2023-02-07",24,34441,36029,31166,754,6545,5233,13080,0,7,936,868,998,-451,-530,712,1397,999
"2023-02-07",25,34072,35660,30846,761,6545,5460,13080,0,7,1193,984,463,-451,-530,826,1397,999
"2023-02-07",26,33421,35008,30323,768,6545,5483,13080,0,7,1199,989,436,-451,-529,831,1397,998
"2023-02-07",27,33163,34762,30186,758,6545,5140,13080,0,7,869,873,329,-451,-530,649,1397,954
"2023-02-07",28,32617,34337,30008,747,6545,4593,13080,0,7,844,866,324,-451,-529,643,1397,951
"2023-02-07",29,32885,34499,30371,716,6545,4037,13080,0,7,683,884,295,-451,-529,943,1397,950
"2023-02-07",30,33216,34803,30741,684,6545,3139,13080,0,8,673,888,295,-451,-528,954,1396,952
"2023-02-07",31,34107,35692,31597,654,6545,2276,13080,0,6,678,974,307,-451,-528,937,1397,996
"2023-02-07",32,35785,37326,32877,623,6545,1313,13080,0,2,692,967,305,-451,-488,936,1396,999
"2023-02-07",33,36742,38316,33481,614,6545,513,13080,0,10,1057,519,126,-451,-513,955,1396,976
"2023-02-07",34,38234,39648,34836,605,6545,73,13080,0,2,1086,492,124,-400,-412,956,1396,974
"2023-02-07",35,39910,41436,36308,622,6545,0,13080,0,4,1354,654,293,-447,-475,1017,1397,997
"2023-02-07",36,40814,42247,37071,638,6545,0,13080,0,4,1367,671,306,-451,-378,1019,1397,998
"2023-02-07",37,40748,42247,37073,673,6545,0,13080,0,1,1257,892,307,-451,-447,862,1396,999
"2023-02-07",38,40832,42376,37249,707,6545,0,13080,0,1,1266,908,306,-438,-505,856,1387,999
"2023-02-07",39,40414,41746,36992,747,6545,0,13080,0,4,1911,968,248,-342,-386,1014,1271,993
"2023-02-07",40,39453,40895,36130,786,6545,0,13080,0,8,1951,969,246,-414,-420,1019,1257,984
"2023-02-07",41,38137,39377,34997,806,6545,0,13080,0,10,1969,852,130,-333,-297,862,1257,715
"2023-02-07",42,36627,37861,33685,825,6545,0,13080,0,7,1960,831,129,-386,-241,848,1257,688
"2023-02-07",43,34903,35887,32100,865,6545,0,13080,0,3,1222,381,217,-285,-96,223,1257,348
"2023-02-07",44,33663,34626,30897,905,6545,0,13080,0,6,1007,340,221,-333,-24,190,1257,321
"2023-02-07",45,31607,32545,29070,966,6545,0,13080,0,6,272,-26,229,-242,0,-64,1257,157
"2023-02-07",46,29875,31002,27474,1027,6545,0,13080,0,32,132,-46,235,-338,-40,-71,1257,144
"2023-02-07",47,28053,29301,25768,1066,6545,0,13080,0,163,-72,133,793,-395,-18,339,1257,87
"2023-02-07",48,26656,27956,24573,1105,6545,0,13080,0,324,-65,142,821,-311,0,356,1257,82
"2023-02-08",1,26386,27828,24453,1200,6545,0,13080,0,564,506,27,798,-278,0,494,1257,33
"2023-02-08",2,26774,28244,24927,1294,6545,0,13080,0,742,542,19,788,-128,0,497,1257,28
"2023-02-08",3,26261,27886,24533,1383,6545,0,13080,0,978,320,5,513,-27,0,173,1257,-20
"2023-02-08",4,25610,27477,24099,1471,6545,0,13080,0,1173,301,4,510,-70,0,157,1257,-24
"2023-02-08",5,24933,26955,23628,1553,6545,0,13080,0,1306,-29,18,333,7,0,-58,1257,-29
"2023-02-08",6,24642,26696,23338,1634,6545,0,13080,0,1294,-64,18,330,41,0,-66,1257,-30
"2023-02-08",7,24437,27209,23204,1717,6545,0,13080,0,1285,-722,-61,244,181,47,-48,1257,-56
"2023-02-08",8,23840,26680,22659,1799,6545,0,13080,0,1279,-774,-77,243,200,2,-47,1257,-63
"2023-02-08",9,23748,27649,22624,1840,6545,0,13080,0,1188,-1376,-478,366,315,5,191,1257,-259
"2023-02-08",10,23741,27582,22643,1881,6545,0,13080,0,1024,-1414,-515,369,268,115,200,1257,-288
"2023-02-08",11,24662,28586,23477,1901,6545,0,13080,0,25,-1547,-828,105,371,266,25,1257,-924
"2023-02-08",12,25896,29845,24611,1920,6545,0,13080,0,9,-1536,-849,102,400,414,19,1257,-955
"2023-02-08",13,28873,31419,27366,1950,6545,0,13080,0,9,-551,-810,309,400,503,16,1257,-576
"2023-02-08",14,31652,34029,29952,1980,6545,0,13080,0,8,-439,-786,326,400,504,16,1257,-544
"2023-02-08",15,34763,36837,32746,2039,6545,0,13080,0,8,-1129,-42,683,400,504,1,1257,-295
"2023-02-08",16,35852,37844,33724,2097,6545,23,13080,0,10,-1109,10,725,395,446,0,1246,-273
"2023-02-08",17,37167,37833,34925,2160,6545,445,13080,0,10,171,61,991,316,303,0,1112,-56
"2023-02-08",18,37359,38012,35076,2222,6545,1286,13080,0,12,281,64,1016,385,160,0,1095,-41
"2023-02-08",19,37227,37838,34873,2319,6545,2269,13080,0,10,246,22,1053,339,85,0,1095,-1
"2023-02-08",20,36312,36922,34051,2415,6545,3245,13080,0,8,231,20,1054,194,1,0,1095,-2
"2023-02-08",21,34909,36035,32627,2503,6545,4006,13080,0,8,-399,42,1054,48,0,0,1095,-119
"2023-02-08",22,34057,35226,31772,2591,6545,4607,13080,0,8,-435,42,1054,69,0,0,1095,-126
"2023-02-08",23,33377,34275,31144,2666,6545,5087,13080,0,7,-214,22,1053,185,6,0,1095,-77
"2023-02-08",24,32438,33323,30259,2741,6545,5456,13080,0,7,-202,22,1054,221,0,0,1095,-76
"2023-02-08",25,31863,32745,29664,2812,6545,5624,13080,0,6,-124,88,1054,327,0,0,1095,-152
"2023-02-08",26,31378,32270,29254,2882,6545,5615,13080,0,7,-121,89,1054,311,0,0,1095,-164
"2023-02-08",27,30916,32284,28831,2891,6545,5306,13080,0,7,-330,-55,1054,395,0,0,1095,-376
"2023-02-08",28,31183,32603,29107,2899,6545,4750,13080,0,7,-350,-70,1054,400,1,0,1095,-393
"2023-02-08",29,31451,33651,29386,2923,6545,4023,13080,0,7,-846,-262,933,400,88,0,1095,-485
"2023-02-08",30,31982,34263,29899,2946,6545,3178,13080,0,9,-881,-288,913,400,106,0,1095,-503
"2023-02-08",31,33190,36485,31095,2990,6545,2217,13080,0,7,-1031,-739,208,400,129,0,1095,-918
"2023-02-08",32,34724,38088,32612,3033,6545,1279,13080,0,12,-1032,-773,165,385,275,0,1095,-947
"2023-02-08",33,36035,39589,33850,3098,6545,533,13080,0,9,-1032,-894,2,288,348,0,1095,-1019
"2023-02-08",34,37267,40819,34927,3163,6545,84,13080,0,7,-1032,-895,0,377,468,0,1095,-1018
"2023-02-08",35,38961,41832,36462,3215,6545,0,13080,0,2,-842,-621,291,343,368,0,1095,-806
"2023-02-08",36,39833,42637,37311,3266,6545,0,13080,0,3,-806,-602,320,346,300,0,1095,-793
"2023-02-08",37,39714,42427,37297,3244,6545,0,13080,0,2,-759,-560,498,212,155,0,1095,-792
"2023-02-08",38,39263,41960,36917,3222,6545,0,13080,0,4,-766,-546,519,63,21,0,1095,-781
"2023-02-08",39,38614,40345,36309,3128,6545,0,13080,0,8,-571,-127,758,-51,0,0,1095,-374
"2023-02-08",40,37553,38974,35206,3033,6545,0,13080,0,8,-175,-89,759,-200,-1,0,1095,-348
"2023-02-08",41,36477,38252,34038,2929,6545,0,13080,0,7,-450,264,951,-351,-40,0,1095,-327
"2023-02-08",42,35161,36942,32642,2825,6545,0,13080,0,7,-432,287,968,-417,0,0,1095,-325
"2023-02-08",43,33635,34973,31140,2726,6545,0,13080,0,5,386,264,1052,-408,0,0,1095,-325
"2023-02-08",44,31700,33139,29355,2626,6545,0,13080,0,7,405,252,1054,-450,-55,0,1095,-327
"2023-02-08",45,29834,32034,27702,2532,6545,0,13080,0,7,-552,-114,1053,-450,-57,0,1095,-420
"2023-02-08",46,28164,30524,26201,2438,6545,0,13080,0,10,-617,-138,1054,-450,-131,0,1095,-414
"2023-02-08",47,26448,28195,24609,2362,6545,0,13080,0,16,-466,-92,1051,-450,-123,0,1095,5
"2023-02-08",48,25220,27432,23494,2286,6545,0,13080,0,426,-449,-88,1052,-450,-199,0,1095,31
"2023-02-09",1,25001,26891,23346,2268,6545,0,13080,0,581,-22,-66,1050,-382,-208,0,1095,-31
"2023-02-09",2,25460,27098,23993,2250,6545,0,13080,0,579,0,-64,1049,-300,-59,0,1095,-36
"2023-02-09",3,25293,27184,23794,2224,6545,0,13080,0,786,41,-40,1050,-300,-98,0,1095,-67
"2023-02-09",4,24938,26911,23505,2198,6545,0,13080,0,747,52,-40,1050,-300,-216,0,1095,-70
"2023-02-09",5,24610,27048,23273,2191,6545,0,13080,0,1220,113,-79,1051,-300,-131,0,1095,-108
"2023-02-09",6,24218,26716,22858,2183,6545,0,13080,0,1236,114,-78,1051,-300,-172,0,1095,-112
"2023-02-09",7,23682,26241,22353,2146,6545,0,13080,0,1243,132,37,1054,-300,-248,0,1095,-168
"2023-02-09",8,23291,25861,21975,2109,6545,0,13080,0,1237,131,38,1054,-300,-260,0,1095,-173
"2023-02-09",9,23089,25789,21811,2084,6545,0,13080,0,1119,-63,-216,1054,-311,-172,0,1095,-219
"2023-02-09",10,23216,25923,21981,2059,6545,0,13080,0,1118,-105,-242,1054,-256,-158,0,1095,-228
"2023-02-09",11,23962,26920,22664,2034,6545,0,13080,0,170,-1073,-534,1022,-107,-24,0,1095,-450
"2023-02-09",12,25355,28140,23936,2009,6545,0,13080,0,9,-1148,-556,1019,44,0,0,1095,-472
"2023-02-09",13,28280,31799,26655,1992,6545,0,13080,0,11,-1530,-621,1005,191,70,0,1095,-757
"2023-02-09",14,30822,34342,28987,1975,6545,0,13080,0,9,-1547,-612,1002,154,82,0,1095,-752
"2023-02-09",15,33321,35418,31157,1998,6545,0,13080,0,10,-1346,-141,890,21,0,0,1095,27
"2023-02-09",16,34551,36560,32275,2020,6545,9,13080,0,9,-1308,-92,889,40,12,0,1095,75
"2023-02-09",17,35919,37086,33562,2043,6545,254,13080,0,10,-419,521,896,-67,-50,0,1095,-21
"2023-02-09",18,35794,36951,33402,2065,6545,984,13080,0,9,-293,560,897,-219,-9,0,1095,-27
"2023-02-09",19,35935,36919,33487,2151,6545,1733,13080,0,8,1081,506,1010,-370,-6,0,1095,39
"2023-02-09",20,35362,36523,32899,2236,6545,2597,13080,0,9,1209,496,1011,-432,-120,0,1095,41
"2023-02-09",21,34572,35910,32139,2331,6545,3557,13080,0,6,875,283,1017,-450,-273,0,1095,-9
"2023-02-09",22,33729,35223,31346,2426,6545,4366,13080,0,7,840,269,1018,-450,-424,0,1095,-13
"2023-02-09",23,33206,34816,30874,2498,6545,4976,13080,0,7,341,304,1050,-450,-525,0,1095,-28
"2023-02-09",24,32459,34075,30211,2570,6545,5420,13080,0,7,303,302,1051,-450,-528,0,1095,-31
"2023-02-09",25,32126,33823,29988,2583,6545,5653,13080,0,7,88,125,982,-450,-528,0,1095,-112
"2023-02-09",26,31690,33391,29587,2595,6545,5492,13080,0,7,67,107,977,-450,-528,0,1095,-116
"2023-02-09",27,31541,34077,29415,2543,6545,5190,13080,0,6,-815,-103,788,-406,-527,0,1095,-79
"2023-02-09",28,31424,33927,29365,2491,6545,4806,13080,0,7,-868,-113,772,-311,-529,0,1095,-75
"2023-02-09",29,31463,33080,29488,2361,6545,4215,13080,0,7,-283,30,510,-193,-528,0,1095,-6
"2023-02-09",30,31808,33344,29825,2230,6545,3548,13080,0,10,-239,40,508,-243,-437,0,1095,-7
"2023-02-09",31,32591,34000,30468,2060,6545,2724,13080,0,12,36,88,406,-322,-285,0,1095,-190
"2023-02-09",32,34175,35391,31928,1890,6545,1795,13080,0,11,56,89,405,-256,-162,0,1095,-187
"2023-02-09",33,35778,36915,33335,1773,6545,807,13080,0,5,345,10,380,-308,-224,0,1095,274
"2023-02-09",34,37189,38200,34483,1656,6545,153,13080,0,6,365,6,380,-288,-117,0,1106,303
"2023-02-09",35,38675,39816,35668,1568,6545,0,13080,0,2,619,61,689,-413,-126,0,1240,267
"2023-02-09",36,39902,40978,36729,1479,6545,0,13080,0,3,637,87,722,-420,-53,0,1257,266
"2023-02-09",37,39861,41001,36672,1409,6545,0,13080,0,2,824,914,726,-447,-91,0,1257,285
"2023-02-09",38,39494,40597,36280,1338,6545,0,13080,0,2,844,971,737,-346,-155,0,1247,299
"2023-02-09",39,38924,39768,35771,1297,6545,0,13080,0,10,1450,991,1049,-202,-32,0,1112,724
"2023-02-09",40,37904,38726,34842,1256,6545,0,13080,0,6,1472,986,1051,-161,-55,0,1095,742
"2023-02-09",41,37010,37644,33984,1233,6545,0,13080,0,7,963,791,1055,-27,59,0,1095,425
"2023-02-09",42,35818,36425,32947,1209,6545,0,13080,0,7,926,757,1054,67,32,0,1095,391
"2023-02-09",43,34392,35071,31712,1264,6545,0,13080,0,11,652,17,1053,217,120,0,1095,-68
"2023-02-09",44,33027,33780,30587,1318,6545,0,13080,0,11,594,-43,1054,320,25,0,1095,-99
"2023-02-09",45,30671,32353,28575,1407,6545,0,13080,0,11,-534,-407,1045,213,0,0,1095,-130
"2023-02-09",46,28819,30609,26868,1496,6545,0,13080,0,10,-622,-426,1045,76,0,0,1106,-132
"2023-02-09",47,26961,28221,25170,1543,6545,0,13080,0,9,-236,-240,1053,73,58,0,1240,-175
"2023-02-09",48,25656,27131,24060,1589,6545,0,13080,0,259,-212,-224,1053,179,12,0,1257,-180
"2023-02-10",1,25251,26942,23831,1656,6545,0,13080,0,573,-173,-108,1054,320,49,0,1257,-237
"2023-02-10",2,25506,27182,24189,1723,6545,0,13080,0,547,-184,-103,1053,400,191,0,1257,-242
"2023-02-10",3,25198,28038,23946,1780,6545,0,13080,0,948,-809,-203,1054,400,151,0,1257,-280
"2023-02-10",4,24565,27426,23388,1837,6545,0,13080,0,910,-852,-219,1053,345,18,0,1257,-280
"2023-02-10",5,23913,27668,22826,1883,6545,0,13080,0,1097,-1303,-559,987,201,0,0,1257,-196
"2023-02-10",6,23589,27505,22554,1928,6545,0,13080,0,1176,-1368,-577,984,158,0,0,1257,-195
"2023-02-10",7,23608,26815,22561,2021,6545,0,13080,0,892,-982,-380,880,215,0,0,1257,-353
"2023-02-10",8,23274,26708,22239,2113,6545,0,13080,0,1127,-945,-381,876,149,0,0,1257,-381
"2023-02-10",9,22837,27748,21899,2207,6545,0,13080,0,1021,-1400,-906,743,255,0,0,1257,-984
"2023-02-10",10,22916,28031,21979,2301,6545,0,13080,0,1116,-1431,-945,738,226,16,0,1247,-1023
"2023-02-10",11,23578,27932,22585,2335,6545,0,13080,0,165,-1543,-1023,493,339,146,0,1112,-1023
"2023-02-10",12,24693,28897,23594,2368,6545,0,13080,0,10,-1548,-1028,448,305,272,0,1095,-1018
"2023-02-10",13,27321,31266,26050,2381,6545,0,13080,0,10,-1476,-1028,3,390,421,0,1095,-831
"2023-02-10",14,29545,33419,28089,2394,6545,0,13080,0,8,-1436,-1014,0,400,504,0,1095,-816
"2023-02-10",15,32476,34858,30787,2447,6545,30,13080,0,15,-590,-486,796,400,452,0,1095,-691
"2023-02-10",16,34034,36270,32217,2500,6545,64,13080,0,15,-514,-431,994,400,405,0,1095,-676
"2023-02-10",17,35664,36708,33490,2576,6545,524,13080,0,14,561,240,329,400,263,0,1095,-430
"2023-02-10",18,36066,37091,33768,2652,6545,1096,13080,0,11,648,288,308,397,190,0,1095,-414
"2023-02-10",19,36446,37417,34104,2728,6545,1669,13080,0,11,839,350,1020,295,83,0,1095,-360
"2023-02-10",20,36147,37114,33802,2803,6545,2322,13080,0,7,828,342,1053,148,0,0,1095,-360
"2023-02-10",21,35609,36830,33266,2864,6545,2686,13080,0,6,119,-110,1054,18,0,0,1095,-505
"2023-02-10",22,34817,36135,32490,2925,6545,2805,13080,0,7,74,-137,1054,-67,0,0,1095,-507
"2023-02-10",23,34325,35303,32010,2995,6545,3158,13080,0,7,234,5,1054,-82,0,0,1095,-289
"2023-02-10",24,34019,34944,31656,3064,6545,3571,13080,0,7,247,18,1053,-42,0,0,1095,-276
"2023-02-10",25,34053,34971,31730,3094,6545,3427,13080,0,7,492,162,1054,35,0,0,1095,-311
"2023-02-10",26,33682,34636,31384,3124,6545,3172,13080,0,5,506,167,1053,-41,0,0,1095,-308
"2023-02-10",27,33586,34394,31358,3123,6545,2869,13080,0,5,567,19,1054,-77,0,0,1095,-126
"2023-02-10",28,33506,34232,31333,3121,6545,2386,13080,0,7,568,13,1054,18,0,0,1095,-119
"2023-02-10",29,33664,34515,31523,3086,6545,1776,13080,0,7,341,176,1054,133,0,0,1095,-244
"2023-02-10",30,33685,34545,31602,3050,6545,1269,13080,0,6,319,175,1053,120,0,0,1095,-254
"2023-02-10",31,33881,35128,31762,3014,6545,859,13080,0,7,-45,-274,1054,250,10,0,1095,-321
"2023-02-10",32,34580,35886,32538,2978,6545,511,13080,0,7,-73,-304,1054,322,0,0,1095,-322
"2023-02-10",33,35714,37125,33634,2946,6545,211,13080,0,6,-309,-274,1053,186,0,0,1095,-222
"2023-02-10",34,36667,38065,34493,2914,6545,27,13080,0,7,-311,-268,1053,159,0,0,1095,-212
"2023-02-10",35,38058,38855,35711,2889,6545,0,13080,0,6,-23,-117,1054,62,0,0,1095,-51
"2023-02-10",36,38500,39264,36078,2863,6545,0,13080,0,6,-5,-110,1054,124,0,0,1095,-43
"2023-02-10",37,38083,39043,35717,2895,6545,0,13080,0,6,130,-208,1053,26,0,0,1095,-146
"2023-02-10",38,37378,38349,35112,2927,6545,0,13080,0,6,131,-215,1054,0,0,0,1095,-150
"2023-02-10",39,36251,37423,34095,2926,6545,0,13080,0,7,-271,-216,1054,-31,0,0,1095,-47
"2023-02-10",40,35088,36411,33037,2924,6545,0,13080,0,7,-297,-211,1054,-163,0,0,1095,-45
"2023-02-10",41,33764,35323,31769,2895,6545,0,13080,0,7,-574,-47,1054,-160,0,0,1095,-171
"2023-02-10",42,32366,33913,30455,2865,6545,0,13080,0,5,-591,-42,1054,-127,0,0,1095,-182
"2023-02-10",43,30802,32901,29003,2827,6545,0,13080,0,7,-722,-297,1053,-190,0,0,1095,-283
"2023-02-10",44,28983,31219,27260,2788,6545,0,13080,0,7,-740,-322,1053,-269,0,9,1095,-298
"2023-02-10",45,27394,30585,25750,2748,6545,0,13080,0,7,-1232,-621,1053,-137,0,648,1095,-594
"2023-02-10",46,26160,29363,24567,2708,6545,0,13080,0,15,-1197,-628,1053,-168,0,678,1095,-595
"2023-02-10",47,24958,26015,23441,2660,6545,0,13080,0,220,106,-99,942,-138,0,205,1095,36
"2023-02-10",48,23840,24811,22385,2611,6545,0,13080,0,262,225,-62,934,-47,0,185,1095,74
"2023-02-11",1,23396,24629,21990,2564,6545,0,13080,0,387,100,-68,941,-136,-17,574,1095,-25
"2023-02-11",2,23917,25338,22521,2516,6545,0,13080,0,697,94,-67,940,-29,0,589,1095,-28
"2023-02-11",3,23383,24875,22033,2427,6545,0,13080,0,848,98,-44,893,15,0,350,1095,111
"2023-02-11",4,22878,24484,21550,2337,6545,0,13080,0,962,97,-44,891,36,0,341,1095,125
"2023-02-11",5,22345,24366,21096,2254,6545,0,13080,0,1264,24,-92,953,-65,0,165,1095,306
"2023-02-11",6,22095,24226,20808,2170,6545,0,13080,0,1307,22,-89,947,-135,0,159,1095,318
"2023-02-11",7,21758,23742,20484,2133,6545,0,13080,0,1085,230,132,312,-257,-42,483,1095,323
"2023-02-11",8,21298,23314,20014,2095,6545,0,13080,0,1249,239,145,277,-165,-2,495,1095,321
"2023-02-11",9,20883,22774,19627,2037,6545,0,13080,0,1190,140,48,464,-101,0,468,1095,257
"2023-02-11",10,20879,22805,19571,1979,6545,0,13080,0,1289,136,41,472,-37,0,466,1095,246
"2023-02-11",11,21153,22802,19737,1931,6545,0,13080,0,1049,360,13,705,30,0,467,1095,48
"2023-02-11",12,21647,23071,20151,1882,6545,0,13080,0,824,370,10,716,171,21,468,1095,28
"2023-02-11",13,23100,23987,21452,1759,6545,0,13080,0,67,160,-34,1039,319,142,706,1095,-186
"2023-02-11",14,24041,24904,22285,1636,6545,0,13080,0,12,134,-47,1054,293,68,716,1095,-204
"2023-02-11",15,25488,27538,23571,1571,6545,18,13080,0,12,-673,-405,1049,146,0,746,1095,-360
"2023-02-11",16,26614,28724,24601,1505,6545,19,13080,0,12,-713,-423,1049,123,0,747,1095,-362
"2023-02-11",17,28456,29353,26324,1441,6545,142,13080,0,98,52,-138,1054,22,0,560,1095,-61
"2023-02-11",18,29376,30150,27163,1377,6545,408,13080,0,47,123,-98,1053,61,48,553,1095,-29
"2023-02-11",19,30606,31319,28265,1340,6545,754,13080,0,12,1004,646,1052,-50,-51,607,1095,398
"2023-02-11",20,30768,31589,28323,1302,6545,1089,13080,0,12,1067,706,1053,-200,-9,609,1095,437
"2023-02-11",21,30735,31695,28289,1318,6545,1397,13080,0,9,1310,973,1052,-351,0,713,1095,826
"2023-02-11",22,30478,31444,28073,1333,6545,1541,13080,0,7,1327,992,1052,-359,0,717,1095,855
"2023-02-11",23,30178,31080,27816,1351,6545,1953,13080,0,7,1488,992,1053,-295,0,930,1095,989
"2023-02-11",24,30138,30918,27802,1368,6545,1994,13080,0,7,1498,992,1054,-173,0,939,1106,998
"2023-02-11",25,30436,31075,28116,1346,6545,1879,13080,0,7,1498,992,846,-32,0,986,1240,998
"2023-02-11",26,30655,31262,28331,1323,6545,1812,13080,0,7,1498,992,830,18,0,987,1257,998
"2023-02-11",27,31021,31627,28734,1260,6545,1635,13080,0,6,1498,992,872,146,0,987,1257,998
"2023-02-11",28,31069,31676,28818,1196,6545,1376,13080,0,7,1498,992,872,223,0,987,1257,998
"2023-02-11",29,30935,31542,28682,1101,6545,1095,13080,0,7,1498,992,1047,205,0,988,1257,998
"2023-02-11",30,30691,31299,28429,1006,6545,844,13080,0,8,1498,992,1044,157,19,988,1257,998
"2023-02-11",31,30776,31382,28420,935,6545,565,13080,0,6,1498,991,744,23,0,987,1257,998
"2023-02-11",32,31115,31786,28730,864,6545,330,13080,0,7,1498,992,742,-52,-12,988,1247,998
"2023-02-11",33,32099,32977,29602,828,6545,140,13080,0,5,1498,991,517,-167,-106,1006,1112,996
"2023-02-11",34,33139,34035,30521,792,6545,24,13080,0,10,1498,992,497,-267,-19,1007,1106,995
"2023-02-11",35,34413,35173,31621,775,6545,0,13080,0,7,1049,992,467,-153,0,1019,1240,998
"2023-02-11",36,35520,36342,32580,757,6545,0,13080,0,5,1006,992,466,-217,0,1019,1257,999
"2023-02-11",37,35395,36266,32469,756,6545,0,13080,0,6,1006,991,336,-265,0,985,1257,999
"2023-02-11",38,34755,35614,31840,755,6545,0,13080,0,7,1006,992,323,-252,0,984,1247,998
"2023-02-11",39,34069,34806,31220,758,6545,0,13080,0,6,968,991,2,-131,42,819,1112,998
"2023-02-11",40,33123,33943,30386,761,6545,0,13080,0,10,1018,990,0,-193,-17,813,1095,992
"2023-02-11",41,32027,32815,29359,757,6545,0,13080,0,7,1476,945,-98,-83,0,841,1095,788
"2023-02-11",42,31249,32027,28667,753,6545,0,13080,0,7,1487,933,-104,-67,0,839,1095,766
"2023-02-11",43,30075,30682,27610,754,6545,0,13080,0,7,875,607,339,56,58,353,1095,456
"2023-02-11",44,28877,29484,26507,755,6545,0,13080,0,7,841,578,380,11,12,331,1095,433
"2023-02-11",45,27709,28312,25407,763,6545,0,13080,0,3,975,378,707,13,0,376,1095,348
"2023-02-11",46,26540,27143,24322,770,6545,0,13080,0,3,998,373,719,97,0,378,1095,355
"2023-02-11",47,25296,25961,23107,739,6545,0,13080,0,3,1656,718,568,75,-62,453,1095,839
