"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW"
"2023-01-25",5,26097,30915,24512,1567,6545,0,13080,0,1134,-657,-533,190,-451,-195,-506,1396,-742
"2023-01-25",6,25838,30679,24314,1594,6545,0,13080,0,1164,-660,-532,182,-451,-178,-509,1396,-747
"2023-01-25",7,25425,30951,23875,1613,6545,0,13080,0,1180,-927,-723,2,-451,-70,-670,1397,-905
"2023-01-25",8,25120,30865,23583,1631,6545,0,13080,0,1273,-942,-743,0,-451,-143,-676,1396,-917
"2023-01-25",9,24838,31121,23357,1664,6545,0,13080,0,1065,-1020,-1009,-281,-430,-59,-805,1396,-1014
"2023-01-25",10,24910,31417,23540,1697,6545,0,13080,0,1257,-1025,-1027,-309,-334,-124,-810,1396,-1021
"2023-01-25",11,25606,31741,24279,1743,6545,0,13080,0,763,-1025,-1027,-506,-183,-32,-976,1397,-1023
"2023-01-25",12,26642,32455,25275,1789,6545,0,13080,0,542,-1025,-1028,-518,-41,-55,-981,1396,-1023
"2023-01-25",13,29595,35187,27997,1802,6545,0,13080,0,167,-1024,-1027,-788,68,17,-966,1396,-1020
"2023-01-25",14,32377,37740,30595,1815,6545,0,13080,0,16,-1025,-1028,-715,218,116,-959,1396,-1020
"2023-01-25",15,35280,39403,33151,1848,6545,0,13080,0,55,-1025,-1028,711,309,25,-393,1396,-1022
"2023-01-25",16,37085,41110,34781,1880,6545,0,13080,0,11,-1025,-1027,928,397,26,-367,1396,-995
"2023-01-25",17,38165,41186,35715,1857,6545,6,13080,0,9,-1024,-1009,910,399,155,-318,1396,-61
"2023-01-25",18,38959,41909,36513,1834,6545,110,13080,0,5,-1024,-1004,909,400,171,-317,1396,5
"2023-01-25",19,40413,42832,37830,1889,6545,306,13080,0,6,-748,-859,758,399,33,-206,1397,204
"2023-01-25",20,40461,42661,37862,1943,6545,494,13080,0,7,-541,-850,756,399,0,-202,1396,210
"2023-01-25",21,40136,43086,37542,1996,6545,715,13080,0,5,-964,-878,655,342,0,-463,1397,-40
"2023-01-25",22,40138,43136,37477,2049,6545,908,13080,0,7,-979,-883,652,261,0,-473,1397,-56
"2023-01-25",23,40003,43028,37444,2138,6545,1095,13080,0,3,-1025,-1019,503,332,70,-375,1396,-3
"2023-01-25",24,39967,42991,37407,2227,6545,1301,13080,0,3,-1015,-1026,492,399,70,-371,1397,-9
"2023-01-25",25,40118,43597,37531,2268,6545,1153,13080,0,3,-982,-977,213,399,9,-633,1396,-284
"2023-01-25",26,40030,43561,37414,2309,6545,941,13080,0,12,-981,-975,210,400,28,-642,1397,-321
"2023-01-25",27,39817,44245,37240,2263,6545,795,13080,0,9,-1024,-1023,2,400,157,-793,1397,-979
"2023-01-25",28,39574,43683,37000,2216,6545,774,13080,0,14,-649,-1027,0,400,115,-798,1397,-1021
"2023-01-25",29,39428,43405,36974,2160,6545,795,13080,0,15,-516,-1027,0,400,170,-798,1396,-1021
"2023-01-25",30,39781,43748,37333,2103,6545,554,13080,0,9,-513,-1025,0,400,249,-798,1396,-1022
"2023-01-25",31,39518,43404,36967,2042,6545,312,13080,0,10,-608,-925,357,400,211,-721,1396,-1022
"2023-01-25",32,39586,43463,37018,1981,6545,138,13080,0,8,-615,-914,522,400,148,-718,1397,-1022
"2023-01-25",33,40615,43776,37826,1999,6545,21,13080,0,11,-283,-761,889,400,43,-486,1397,-1020
"2023-01-25",34,41454,44567,38483,2016,6545,0,13080,0,7,-273,-753,885,394,124,-460,1396,-1020
"2023-01-25",35,42133,45265,39031,2027,6545,16,13080,0,5,-641,-864,470,350,28,338,1396,-1022
"2023-01-25",36,41878,45034,38731,2038,6545,0,13080,0,7,-659,-867,468,261,0,386,1396,-1023
"2023-01-25",37,41958,44521,38892,2035,6545,0,13080,0,12,-236,-694,560,177,0,185,1397,-1021
"2023-01-25",38,41870,44392,38802,2032,6545,0,13080,0,7,-220,-690,540,191,10,177,1396,-1005
"2023-01-25",39,40823,43481,37818,2081,6545,0,13080,0,13,-636,-958,8,332,94,241,1396,-451
"2023-01-25",40,39226,41883,36337,2130,6545,0,13080,0,8,-658,-970,0,271,10,243,1397,-421
"2023-01-25",41,38499,41094,35747,2129,6545,0,13080,0,8,-647,-732,0,122,0,9,1397,-608
"2023-01-25",42,37013,39615,34381,2128,6545,0,13080,0,7,-649,-716,0,115,0,-1,1396,-629
"2023-01-25",43,35033,38523,32510,2105,6545,0,13080,0,7,-864,-725,101,34,0,-338,1397,-956
"2023-01-25",44,32941,36481,30595,2081,6545,0,13080,0,10,-874,-727,107,35,42,-351,1397,-978
"2023-01-25",45,31070,34937,28826,2053,6545,0,13080,0,11,-857,-777,2,-37,1,-567,1396,-1018
"2023-01-25",46,29263,33112,27169,2025,6545,0,13080,0,38,-850,-770,0,0,0,-570,1376,-1021
"2023-01-25",47,27344,30873,25313,1952,6545,0,13080,0,871,-534,-378,0,-57,0,-69,1126,-1020
"2023-01-25",48,25960,29747,24020,1879,6545,0,13080,0,1045,-516,-349,0,-210,0,-47,1095,-1020
"2023-01-26",1,25856,29812,23877,1868,6545,0,13080,0,1273,-470,-258,434,-335,0,77,1095,-1020
"2023-01-26",2,26323,30182,24369,1857,6545,0,13080,0,1237,-464,-250,492,-288,0,82,1095,-1020
"2023-01-26",3,26139,29764,24179,1820,6545,0,13080,0,1301,-219,-185,467,-299,0,27,1095,-1021
"2023-01-26",4,25610,29211,23656,1783,6545,0,13080,0,1295,-207,-179,465,-299,0,25,1095,-1021
"2023-01-26",5,25229,28755,23300,1752,6545,0,13080,0,1286,-239,-81,335,-299,0,25,1095,-1021
"2023-01-26",6,24985,28525,23036,1720,6545,0,13080,0,1276,-242,-75,333,-299,-27,25,1106,-1021
"2023-01-26",7,24837,28439,22852,1709,6545,0,13080,0,1232,-371,-79,279,-299,0,197,1241,-1021
"2023-01-26",8,24531,28199,22518,1698,6545,0,13080,0,1268,-375,-83,278,-299,-22,203,1257,-1021
"2023-01-26",9,24286,27965,22349,1695,6545,0,13080,0,1260,-285,-195,273,-299,0,-20,1257,-1020
"2023-01-26",10,24270,27972,22321,1691,6545,0,13080,0,1187,-294,-220,271,-299,-52,-29,1257,-1021
"2023-01-26",11,25054,29378,23021,1678,6545,0,13080,0,375,-943,-806,105,-280,-14,-284,1257,-1022
"2023-01-26",12,26267,30327,24097,1665,6545,0,13080,0,48,-984,-847,102,-160,-103,-296,1257,-1022
"2023-01-26",13,29071,33464,26606,1602,6545,0,13080,0,64,-1027,-894,102,-24,-19,-743,1257,-1022
"2023-01-26",14,31529,36102,28852,1538,6545,0,13080,0,291,-969,-899,102,-34,0,-758,1257,-1022
"2023-01-26",15,35260,39267,32265,1501,6545,0,13080,0,43,-995,-943,503,-123,0,-281,1256,-1022
"2023-01-26",16,37045,41022,33828,1463,6545,0,13080,0,63,-1018,-918,556,-88,-13,-259,1256,-1018
"2023-01-26",17,38204,40808,34864,1439,6545,39,13080,0,52,-743,34,823,-222,-109,155,1256,-878
"2023-01-26",18,38572,41115,35198,1414,6545,318,13080,0,7,-723,109,833,-322,-22,173,1256,-869
"2023-01-26",19,39340,41657,35906,1407,6545,853,13080,0,6,-336,412,991,-440,-67,177,1257,-868
"2023-01-26",20,39233,41585,35825,1399,6545,1345,13080,0,7,-316,424,1002,-451,-113,178,1257,-865
"2023-01-26",21,38555,40928,35151,1402,6545,1829,13080,0,7,-404,123,953,-451,-149,-6,1257,-756
"2023-01-26",22,37871,40310,34480,1404,6545,2263,13080,0,7,-410,100,953,-451,-205,-13,1257,-753
"2023-01-26",23,37643,40214,34267,1428,6545,2771,13080,0,7,-373,7,1002,-451,-230,126,1256,-910
"2023-01-26",24,37554,40243,34183,1451,6545,3121,13080,0,7,-370,-4,1003,-451,-337,130,1257,-920
"2023-01-26",25,37806,40602,34412,1460,6545,2791,13080,0,6,-357,-142,1002,-451,-319,171,1257,-921
"2023-01-26",26,37866,40710,34469,1468,6545,2493,13080,0,6,-354,-151,1003,-451,-369,173,1257,-913
"2023-01-26",27,37771,40211,34405,1443,6545,2403,13080,0,7,-136,-150,1003,-451,-432,6,1257,-664
"2023-01-26",28,37599,40070,34271,1417,6545,2122,13080,0,6,-126,-147,993,-451,-495,0,1257,-646
"2023-01-26",29,37448,39559,34121,1327,6545,1666,13080,0,8,-89,-30,319,-451,-356,132,1257,-577
"2023-01-26",30,37460,39562,34112,1236,6545,1199,13080,0,9,-87,-19,280,-451,-371,137,1257,-565
"2023-01-26",31,37852,39781,34438,1153,6545,792,13080,0,8,-59,111,405,-451,-506,396,1257,-305
"2023-01-26",32,38558,40485,35037,1069,6545,309,13080,0,8,-53,133,406,-451,-527,406,1257,-288
"2023-01-26",33,39803,41677,36165,1051,6545,49,13080,0,7,179,589,267,-451,-528,547,1257,-288
"2023-01-26",34,41096,42956,37289,1032,6545,0,13080,0,6,210,620,261,-451,-528,552,1257,-275
"2023-01-26",35,42626,44210,38681,1017,6545,24,13080,0,5,941,656,637,-451,-528,524,1257,179
"2023-01-26",36,42758,44344,38784,1001,6545,0,13080,0,7,961,665,694,-451,-528,523,1257,210
"2023-01-26",37,42263,43849,38338,1003,6545,0,13080,0,7,726,878,1001,-451,-528,596,1257,225
"2023-01-26",38,41684,43269,37821,1005,6545,0,13080,0,5,717,895,1004,-451,-529,599,1246,242
"2023-01-26",39,40903,42488,37135,1008,6545,0,13080,0,6,991,986,1004,-451,-528,654,1112,771
"2023-01-26",40,39964,41549,36276,1010,6545,0,13080,0,6,1006,992,1003,-451,-528,657,1095,796
"2023-01-26",41,38701,40287,35078,995,6545,0,13080,0,6,1005,992,1003,-451,-529,738,1095,469
"2023-01-26",42,37307,38892,33890,979,6545,0,13080,0,5,1005,983,1003,-451,-529,737,1095,438
"2023-01-26",43,35523,37108,32229,946,6545,0,13080,0,6,1006,646,1003,-451,-528,257,1095,107
"2023-01-26",44,33657,35245,30497,913,6545,0,13080,0,9,988,613,1003,-451,-528,236,1095,83
"2023-01-26",45,31880,33471,28865,883,6545,0,13080,0,12,288,253,998,-451,-528,352,1095,7
"2023-01-26",46,30015,31612,27121,852,6545,0,13080,0,17,246,234,998,-451,-529,356,1095,33
"2023-01-26",47,27993,29744,25237,837,6545,0,13080,0,178,485,458,1003,-451,-522,500,1095,720
"2023-01-26",48,27077,28921,24426,821,6545,0,13080,0,366,498,466,1003,-451,-427,505,1095,768
"2023-01-27",1,26768,28771,24171,823,6545,0,13080,0,494,528,196,1003,-451,-458,353,1095,914
"2023-01-27",2,27178,29225,24639,824,6545,0,13080,0,658,531,190,1003,-451,-338,348,1095,921
"2023-01-27",3,26973,29418,24461,826,6545,0,13080,0,1000,766,639,1003,-451,-394,602,1095,832
"2023-01-27",4,26575,29176,24081,828,6545,0,13080,0,1037,781,672,1003,-451,-513,613,1095,828
"2023-01-27",5,26212,28961,23734,821,6545,0,13080,0,1245,994,744,1003,-451,-453,746,1095,908
"2023-01-27",6,25841,28698,23387,813,6545,0,13080,0,1284,997,746,1003,-451,-522,751,1106,915
"2023-01-27",7,25436,28224,22995,819,6545,0,13080,0,1230,683,649,1003,-451,-507,541,1241,960
"2023-01-27",8,25142,27816,22734,825,6545,0,13080,0,1118,663,636,1003,-451,-505,532,1257,954
"2023-01-27",9,24804,27415,22473,831,6545,0,13080,0,1185,625,415,1003,-451,-375,461,1257,633
"2023-01-27",10,24784,27160,22481,836,6545,0,13080,0,967,609,388,1002,-450,-359,459,1252,595
"2023-01-27",11,25328,26793,23021,835,6545,0,13080,0,184,-45,-19,1003,-368,-227,307,1185,-22
"2023-01-27",12,26411,27788,23973,833,6545,0,13080,0,17,-93,-60,1003,-309,-230,301,1146,-68
"2023-01-27",13,29241,31363,26538,804,6545,0,13080,0,16,-406,-525,891,-193,-121,198,773,-261
"2023-01-27",14,31890,34239,29013,774,6545,0,13080,0,14,-415,-549,885,-294,-213,195,748,-264
"2023-01-27",15,35116,36791,31940,762,6545,0,13080,0,14,184,-266,986,-429,-366,417,1021,56
"2023-01-27",16,36832,38629,33427,750,6545,0,13080,0,7,231,-235,991,-451,-504,426,1067,88
"2023-01-27",17,38341,39929,34804,744,6545,24,13080,0,7,818,184,1003,-451,-530,437,1236,482
"2023-01-27",18,38876,40436,35294,737,6545,194,13080,0,7,852,230,1003,-451,-502,438,1257,514
"2023-01-27",19,39404,40990,35768,763,6545,491,13080,0,6,918,846,860,-451,-529,419,1257,776
"2023-01-27",20,39292,40878,35653,788,6545,934,13080,0,7,921,886,853,-451,-528,419,1257,797
"2023-01-27",21,39109,40696,35525,784,6545,1426,13080,0,7,921,834,901,-451,-529,585,1257,909
"2023-01-27",22,38802,40389,35241,779,6545,1898,13080,0,7,921,833,904,-451,-529,591,1257,918
"2023-01-27",23,38394,39960,34832,787,6545,2484,13080,0,7,921,937,999,-431,-528,658,1257,994
"2023-01-27",24,38299,39872,34744,794,6545,2524,13080,0,7,918,943,1003,-451,-515,661,1257,998
"2023-01-27",25,38410,39976,34859,820,6545,2619,13080,0,7,924,916,968,-451,-508,638,1257,975
"2023-01-27",26,38278,39836,34713,846,6545,2416,13080,0,7,925,905,967,-451,-500,637,1257,965
"2023-01-27",27,37977,39360,34462,868,6545,2253,13080,0,7,801,568,954,-413,-363,532,1257,714
"2023-01-27",28,37654,39025,34289,889,6545,1791,13080,0,7,798,547,954,-450,-314,529,1257,695
"2023-01-27",29,37420,38668,34145,900,6545,1497,13080,0,7,615,635,924,-451,-190,343,1257,602
"2023-01-27",30,37325,38563,34108,910,6545,1102,13080,0,11,605,644,923,-451,-176,336,1257,591
"2023-01-27",31,37455,38766,34238,919,6545,680,13080,0,8,430,759,953,-414,-289,379,1257,417
"2023-01-27",32,38155,39379,34932,928,6545,380,13080,0,6,454,767,952,-430,-188,381,1257,411
"2023-01-27",33,39133,40434,35872,942,6545,102,13080,0,6,704,799,914,-429,-266,442,1257,592
"2023-01-27",34,40433,41690,37035,956,6545,1,13080,0,4,724,804,913,-308,-345,446,1257,613
"2023-01-27",35,42070,43542,38487,965,6545,0,13080,0,3,916,926,998,-380,-489,808,1257,914
"2023-01-27",36,42044,43571,38467,973,6545,0,13080,0,3,923,926,1003,-402,-522,821,1257,934
"2023-01-27",37,41347,42795,37868,960,6545,0,13080,0,2,904,623,1004,-419,-427,466,1257,934
"2023-01-27",38,40432,41877,37069,946,6545,0,13080,0,4,905,612,1003,-451,-390,453,1246,930
"2023-01-27",39,39400,40665,36200,947,6545,0,13080,0,6,995,966,1004,-419,-240,795,1112,795
"2023-01-27",40,38662,39825,35610,948,6545,0,13080,0,6,1000,985,1003,-436,-121,807,1095,780
"2023-01-27",41,37241,38307,34291,977,6545,0,13080,0,8,876,804,1002,-338,-120,466,1095,593
"2023-01-27",42,35838,37079,33054,1005,6545,0,13080,0,6,865,786,831,-423,-212,453,1095,575
"2023-01-27",43,34279,35385,31634,1014,6545,0,13080,0,11,570,589,502,-372,-123,322,1095,354
"2023-01-27",44,32988,34248,30496,1022,6545,0,13080,0,11,545,562,502,-442,-207,317,1095,335
"2023-01-27",45,31299,32425,28890,1032,6545,0,13080,0,8,106,51,502,-370,-148,242,1095,183
"2023-01-27",46,29875,31158,27518,1041,6545,0,13080,0,7,94,23,502,-413,-263,239,1114,166
"2023-01-27",47,28113,29647,25884,996,6545,0,13080,0,7,479,286,502,-450,-403,429,1346,-74
"2023-01-27",48,27049,28666,24895,951,6545,0,13080,0,8,491,305,502,-451,-469,436,1374,-89
"2023-01-28",1,26716,28453,24586,929,6545,0,13080,0,68,445,343,502,-451,-529,400,1374,-89
"2023-01-28",2,27182,28845,25051,906,6545,0,13080,0,73,439,343,502,-389,-515,398,1374,-86
"2023-01-28",3,26797,28735,24689,870,6545,0,13080,0,458,282,274,502,-351,-529,354,1374,9
"2023-01-28",4,26265,28463,24169,834,6545,0,13080,0,779,273,269,502,-351,-468,352,1374,18
"2023-01-28",5,25426,27711,23356,797,6545,0,13080,0,810,239,229,62,-351,-524,394,1374,107
"2023-01-28",6,24944,27189,22862,759,6545,0,13080,0,765,242,227,0,-351,-529,396,1375,115
"2023-01-28",7,24605,26849,22505,739,6545,0,13080,0,765,409,254,395,-351,-528,387,1375,171
"2023-01-28",8,24242,26413,22137,718,6545,0,13080,0,691,417,255,430,-351,-529,387,1375,175
"2023-01-28",9,23798,26049,21672,696,6545,0,13080,0,771,181,244,478,-351,-529,429,1375,175
"2023-01-28",10,23628,25935,21469,673,6545,0,13080,0,846,168,243,481,-351,-510,430,1375,175
"2023-01-28",11,23797,25704,21625,648,6545,0,13080,0,577,103,243,402,-351,-379,364,1375,176
"2023-01-28",12,24157,25951,21931,622,6545,0,13080,0,559,97,243,397,-351,-284,361,1376,178
"2023-01-28",13,25491,27223,23169,595,6545,0,13080,0,268,-106,238,443,-351,-407,322,1375,282
"2023-01-28",14,26596,28043,24236,568,6545,0,13080,0,5,-130,226,445,-351,-361,320,1375,276
"2023-01-28",15,28173,30488,25653,572,6545,0,13080,0,7,-743,-217,655,-338,-218,54,1375,-192
"2023-01-28",16,29292,31765,26696,576,6545,0,13080,0,6,-765,-242,663,-427,-218,44,1374,-215
"2023-01-28",17,31197,32506,28501,570,6545,14,13080,0,3,-237,-30,775,-354,-85,333,1374,68
"2023-01-28",18,32519,33602,29708,563,6545,199,13080,0,3,-160,-3,783,-317,0,345,1374,96
"2023-01-28",19,33868,34939,30885,578,6545,534,13080,0,3,869,443,974,-439,-29,579,1374,395
"2023-01-28",20,34482,35647,31382,593,6545,927,13080,0,3,951,470,974,-446,-116,588,1374,415
"2023-01-28",21,34920,36243,31701,602,6545,1360,13080,0,3,1221,347,713,-451,-269,691,1374,414
"2023-01-28",22,34638,36062,31434,610,6545,1761,13080,0,3,1237,342,704,-451,-370,694,1374,422
"2023-01-28",23,34478,35817,31249,614,6545,2001,13080,0,3,1384,486,894,-385,-351,445,1374,512
"2023-01-28",24,34394,35780,31173,617,6545,1896,13080,0,3,1387,497,896,-411,-372,436,1374,516
"2023-01-28",25,34590,36150,31407,633,6545,1767,13080,0,3,1206,556,820,-451,-506,571,1375,643
"2023-01-28",26,34616,36201,31491,648,6545,1544,13080,0,3,1194,561,817,-452,-530,576,1375,651
"2023-01-28",27,34650,36235,31590,648,6545,1318,13080,0,3,1223,606,677,-452,-530,675,1375,626
"2023-01-28",28,34413,35996,31394,647,6545,1103,13080,0,3,1214,606,668,-451,-529,679,1375,624
"2023-01-28",29,34325,35879,31349,629,6545,857,13080,0,3,851,534,990,-422,-529,831,1375,566
"2023-01-28",30,34526,35991,31525,611,6545,591,13080,0,3,822,527,1004,-344,-518,837,1374,560
"2023-01-28",31,34751,36088,31709,618,6545,321,13080,0,7,656,468,1004,-331,-399,901,1374,493
"2023-01-28",32,35075,36395,31995,625,6545,142,13080,0,5,662,468,1004,-374,-341,904,1374,489
"2023-01-28",33,35969,37230,32774,638,6545,30,13080,0,5,1319,594,1003,-428,-228,746,1374,488
"2023-01-28",34,37236,38534,33878,650,6545,0,13080,0,4,1371,612,1003,-369,-325,740,1374,502
"2023-01-28",35,39636,41157,36062,673,6545,0,13080,0,1,1944,945,1003,-445,-475,741,1374,967
"2023-01-28",36,40065,41650,36454,695,6545,0,13080,0,6,1970,956,1003,-451,-528,741,1374,994
"2023-01-28",37,39506,41001,36038,728,6545,0,13080,0,5,1671,525,1003,-451,-439,763,1374,870
"2023-01-28",38,38652,40081,35328,760,6545,0,13080,0,7,1637,493,1003,-451,-371,764,1367,848
"2023-01-28",39,37195,38480,34096,807,6545,0,13080,0,9,967,386,1003,-451,-225,823,1269,379
"2023-01-28",40,35971,37199,33077,854,6545,0,13080,0,6,915,367,1003,-451,-171,825,1257,338
"2023-01-28",41,34831,36253,32030,901,6545,0,13080,0,6,352,-66,1003,-451,-274,645,1257,-25
"2023-01-28",42,33506,34996,30869,947,6545,0,13080,0,7,311,-98,1004,-451,-283,639,1257,-51
"2023-01-28",43,32340,33909,29944,1004,6545,0,13080,0,7,145,-172,1004,-451,-231,422,1257,-108
"2023-01-28",44,30896,32341,28553,1060,6545,0,13080,0,7,134,-180,1004,-451,-99,414,1257,-108
"2023-01-28",45,29290,30737,27037,1120,6545,0,13080,0,7,241,-274,1003,-451,-115,277,1257,19
"2023-01-28",46,27926,29525,25739,1180,6545,0,13080,0,7,257,-274,1004,-451,-267,273,1257,44
"2023-01-28",47,26458,27789,24434,1235,6545,0,13080,0,6,729,-54,1003,-389,-282,528,1257,633
"2023-01-28",48,25337,26480,23430,1290,6545,0,13080,0,7,768,-36,1003,-370,-130,537,1257,679
"2023-01-29",1,25041,25892,23257,1371,6545,0,13080,0,5,1127,57,1003,-233,-13,733,1257,979
"2023-01-29",2,25384,26106,23744,1451,6545,0,13080,0,40,1152,66,1003,-82,0,740,1257,996
"2023-01-29",3,24795,25951,23256,1524,6545,0,13080,0,556,1284,130,1003,37,0,741,1256,906
"2023-01-29",4,24126,25401,22629,1597,6545,0,13080,0,639,1289,135,1003,-36,0,741,1257,900
"2023-01-29",5,23444,24786,21996,1666,6545,0,13080,0,742,1058,141,999,34,0,627,1256,898
"2023-01-29",6,22999,24547,21632,1734,6545,0,13080,0,948,1045,146,998,67,0,622,1256,896
"2023-01-29",7,22372,24023,21006,1783,6545,0,13080,0,1051,962,290,881,50,0,680,1256,813
"2023-01-29",8,21810,23732,20500,1832,6545,0,13080,0,1322,947,299,879,50,0,682,1257,806
"2023-01-29",9,21415,23195,20197,1889,6545,0,13080,0,1176,584,265,828,50,-4,675,1257,755
"2023-01-29",10,21054,22821,19895,1945,6545,0,13080,0,1114,557,264,827,50,-53,671,1246,739
"2023-01-29",11,21026,22700,19901,2002,6545,0,13080,0,1074,413,326,946,74,10,205,1112,321
"2023-01-29",12,21231,22935,20153,2059,6545,0,13080,0,1104,394,331,953,97,0,184,1095,289
"2023-01-29",13,21961,22806,20915,2127,6545,0,13080,0,158,-87,334,898,233,0,141,1095,133
"2023-01-29",14,22542,23264,21452,2194,6545,0,13080,0,12,-110,322,898,267,0,139,1095,114
"2023-01-29",15,23356,24255,22128,2300,6545,0,13080,0,15,170,-115,870,278,0,243,1095,-169
"2023-01-29",16,24092,25020,22799,2405,6545,0,13080,0,15,185,-142,868,301,0,247,1095,-171
"2023-01-29",17,25496,26131,24090,2486,6545,57,13080,0,15,215,-20,951,234,0,286,1095,340
"2023-01-29",18,26732,27357,25183,2566,6545,256,13080,0,14,223,-11,952,358,0,288,1095,374
"2023-01-29",19,27991,28605,26334,2720,6545,512,13080,0,14,642,37,1001,333,0,322,1095,400
"2023-01-29",20,28784,29399,27041,2873,6545,778,13080,0,15,681,41,1003,344,0,324,1095,402
"2023-01-29",21,29712,30327,27880,2981,6545,1036,13080,0,15,1351,77,1003,288,0,392,1095,410
"2023-01-29",22,29977,30592,28204,3088,6545,1308,13080,0,15,1374,81,1003,267,0,395,1095,415
"2023-01-29",23,29895,30519,28238,3190,6545,1622,13080,0,13,657,159,1003,222,-11,514,1095,588
"2023-01-29",24,30108,30717,28439,3291,6545,1802,13080,0,9,622,171,1003,73,0,519,1095,603
"2023-01-29",25,30499,31109,28794,3391,6545,1777,13080,0,10,1130,412,1004,60,0,538,1095,732
"2023-01-29",26,30524,31136,28830,3491,6545,2009,13080,0,12,1158,425,1002,66,0,538,1095,731
"2023-01-29",27,30446,31057,28802,3553,6545,2101,13080,0,11,902,317,924,145,0,515,1095,401
"2023-01-29",28,30159,30770,28517,3615,6545,1995,13080,0,11,890,303,922,193,0,514,1095,375
"2023-01-29",29,30234,30841,28619,3626,6545,1537,13080,0,7,966,79,901,341,20,426,1095,231
"2023-01-29",30,30440,31047,28845,3637,6545,1232,13080,0,7,976,74,900,385,2,423,1095,220
"2023-01-29",31,31134,31741,29522,3625,6545,918,13080,0,7,1156,461,889,382,7,259,1095,176
"2023-01-29",32,31970,32578,30312,3613,6545,497,13080,0,8,1172,488,889,400,122,254,1095,173
"2023-01-29",33,33240,33850,31467,3567,6545,138,13080,0,10,1344,518,940,400,249,440,1095,183
"2023-01-29",34,34831,35438,32858,3520,6545,3,13080,0,7,1359,529,944,381,361,447,1095,192
"2023-01-29",35,36583,37187,34403,3534,6545,26,13080,0,4,1528,835,1000,264,252,477,1095,480
"2023-01-29",36,36569,37175,34363,3548,6545,0,13080,0,6,1521,842,1004,333,133,479,1095,491
"2023-01-29",37,35775,36379,33726,3568,6545,0,13080,0,4,835,331,1003,326,210,641,1095,229
"2023-01-29",38,34926,35530,32937,3588,6545,0,13080,0,4,780,286,1004,207,111,647,1095,219
"2023-01-29",39,33943,34622,32036,3623,6545,0,13080,0,10,314,-69,1003,82,78,752,1095,456
"2023-01-29",40,32681,33460,30897,3657,6545,0,13080,0,13,276,-106,1003,-10,-50,756,1095,471
"2023-01-29",41,31725,32998,29996,3628,6545,0,13080,0,11,-110,-543,1003,37,-9,769,1095,412
"2023-01-29",42,30448,31850,28809,3598,6545,0,13080,0,13,-150,-572,1004,-67,0,770,1095,397
"2023-01-29",43,29012,31207,27410,3607,6545,0,13080,0,13,-819,-544,1004,-204,-15,823,1095,33
"2023-01-29",44,27486,29950,26070,3615,6545,0,13080,0,15,-874,-549,1003,-294,-120,823,1095,-12
"2023-01-29",45,25682,29747,24349,3634,6545,0,13080,0,15,-1542,-831,1003,-294,-61,482,1095,-722
"2023-01-29",46,24152,28579,22929,3652,6545,0,13080,0,18,-1587,-851,1003,-428,-173,468,1095,-770
"2023-01-29",47,22371,27656,21256,3680,6545,0,13080,0,474,-1858,-891,925,-382,-188,145,1095,-892
"2023-01-29",48,21543,27221,20487,3707,6545,0,13080,0,1001,-1874,-894,923,-323,-82,133,1095,-904
"2023-01-30",1,21385,27498,20227,3762,6545,0,13080,0,1072,-1981,-911,1000,-350,-184,94,1095,-1015
"2023-01-30",2,22054,28154,20931,3816,6545,0,13080,0,1087,-1985,-911,1003,-350,-145,93,1095,-1022
"2023-01-30",3,21892,28114,20787,3812,6545,0,13080,0,1193,-1929,-864,1003,-350,-263,274,1095,-1023
"2023-01-30",4,21408,27713,20356,3808,6545,0,13080,0,1252,-1928,-865,1004,-350,-288,281,1095,-1022
"2023-01-30",5,20897,27589,19911,3821,6545,0,13080,0,1246,-2049,-1005,1003,-350,-419,416,1095,-1023
"2023-01-30",6,20617,27378,19650,3833,6545,0,13080,0,1239,-2056,-1015,1003,-350,-478,420,1095,-1023
"2023-01-30",7,20409,27203,19398,3811,6545,0,13080,0,1232,-2044,-1018,1003,-350,-527,159,1095,-1023
"2023-01-30",8,20093,26944,19107,3788,6545,0,13080,0,1289,-2044,-1018,1003,-350,-527,137,1095,-1023
"2023-01-30",9,19881,27136,18866,3709,6545,0,13080,0,1141,-2054,-1018,813,-350,-527,-542,1095,-1023
"2023-01-30",10,20035,27305,18977,3629,6545,0,13080,0,1154,-2053,-1017,806,-350,-508,-566,1095,-1022
"2023-01-30",11,21183,27426,20047,3558,6545,0,13080,0,1008,-1947,-974,693,-338,-375,98,1095,-1001
"2023-01-30",12,22201,27803,20934,3486,6545,0,13080,0,618,-1936,-968,682,-259,-223,134,1095,-998
"2023-01-30",13,25184,29761,23636,3389,6545,0,13080,0,239,-1758,-821,485,-115,-71,5,1095,-973
"2023-01-30",14,28373,32899,26567,3292,6545,0,13080,0,217,-1753,-814,485,-173,0,4,1095,-969
